DB Class Key,Common Organism Name,NCBI Taxon ID,Symbol,EntrezGene ID,Mouse MGI ID,HGNC ID,OMIM Gene ID,Genetic Location,"Genomic Coordinates (mouse: , human: )",Nucleotide RefSeq IDs,Protein RefSeq IDs,SWISS_PROT IDs
41935401,"mouse, laboratory",10090,Aaas,223921,MGI:2443767,,,Chr15 57.49 cM,Chr15:102246682-102259194(-),NM_153416,NP_700465,P58742
41935401,human,9606,AAAS,8086,,HGNC:13666,OMIM:605378,Chr12 q13.13,Chr12:53307456-53321628(-),"NM_015665,NM_001173466","NP_001166937,NP_056480",Q9NRG9
41935402,"mouse, laboratory",10090,Ank,11732,MGI:3045421,,,Chr15 10.23 cM,Chr15:27466763-27594995(+),NM_020332,NP_065065,Q9JHZ2
41935402,human,9606,ANKH,56172,,HGNC:15492,OMIM:605145,Chr5 p15.2,Chr5:14704800-14871778(-),NM_054027,"XP_016865133,XP_011512369,NP_473368",Q9HCJ1
41935403,"mouse, laboratory",10090,Fbxl3,50789,MGI:1354702,,,Chr14 51.73 cM,Chr14:103317675-103337002(-),"NM_001347601,XM_006519243,NM_001360342,XM_006519240,NM_015822,NM_001360341,NM_001347600","XP_006519306,NP_001334530,NP_001347271,NP_056637,NP_001347270,NP_001334529,XP_006519303",Q8C4V4
41935403,human,9606,FBXL3,26224,,HGNC:13599,OMIM:605653,Chr13 q22.3,Chr13:76992597-77027196(-),NM_012158,"NP_036290,XP_005266393",Q9UKT7
41935404,"mouse, laboratory",10090,Dhcr7,13360,MGI:1298378,,,Chr7 88.33 cM,Chr7:143376882-143402147(+),"XM_036152639,XM_030242076,XM_036152638,XM_030242075,XM_036152637,NM_001382498,NM_001382503,NM_007856,NM_001382502,NM_001382499,XM_036152636,NM_001382501,NM_001382500,XM_006508476,XM_006508478,XM_036152633,XM_036152634,XM_011241979,XM_036152635","NP_001369432,NP_001369427,XP_036008532,NP_031882,NP_001369429,NP_001369430,NP_001369428,XP_030097936,NP_001369431,XP_036008526,XP_006508539,XP_030097935,XP_036008528,XP_036008527,XP_036008529,XP_011240281,XP_006508541,XP_036008531,XP_036008530",O88455
41935404,human,9606,DHCR7,1717,,HGNC:2860,OMIM:602858,Chr11 q13.4,Chr11:71434411-71448431(-),"NM_001163817,NM_001360","NP_001157289,XP_011543079,NP_001351",Q9UBM7
41935405,"mouse, laboratory",10090,Hcfc1,15161,MGI:105942,,,ChrX 37.52 cM,ChrX:72986398-73009963(-),"NM_008224,NM_001411234,XM_017318387,XM_006527835,XM_006527836","XP_017173876,XP_006527898,NP_032250,NP_001398163,XP_006527899",Q61191
41935405,human,9606,HCFC1,3054,,HGNC:4839,OMIM:300019,ChrX q28,ChrX:153947556-153971833(-),"NM_005334,NM_001410705","XP_011529449,XP_047298009,XP_047298010,XP_047298011,XP_047298012,XP_047298013,XP_047298014,XP_047298015,XP_047298016,XP_016884960,XP_047298017,NP_005325,NP_001397634,XP_011529450,XP_047298008,XP_006724879,XP_006724878,XP_047298007",P51610
41935406,"mouse, laboratory",10090,Usp16,74112,MGI:1921362,,,Chr16 49.54 cM,Chr16:87251833-87280403(+),"XM_006523100,XM_036160161,XM_006523101,XM_036160157,XM_036160160,XM_006523102,XM_036160159,XM_036160158,NM_024258","XP_006523165,NP_077220,XP_006523163,XP_036016050,XP_036016051,XP_036016054,XP_036016052,XP_006523164,XP_036016053",Q99LG0
41935406,human,9606,USP16,10600,,HGNC:12614,OMIM:604735,Chr21 q21.3,Chr21:29024617-29054488(+),"NM_001032410,NM_006447,NM_001001992","NP_006438,XP_016883746,NP_001027582,XP_016883748,NP_001001992,XP_016883747",Q9Y5T5
41935407,"mouse, laboratory",10090,Bmp8a,12163,MGI:104515,,,Chr4 57.42 cM,Chr4:123206438-123237045(-),"NM_001256019,NM_007558","NP_001242948,NP_031584",P34821
41935407,human,9606,BMP8A,353500,,HGNC:21650,,Chr1 p34.3,Chr1:39491626-39529869(+),NM_181809,"XP_011539683,XP_016856687,XP_011539684,XP_006710679,NP_861525",Q7Z5Y6
41935407,human,9606,BMP8B,656,,HGNC:1075,OMIM:602284,Chr1 p34.2,Chr1:39757182-39788861(-),"NM_001720,NM_001720","XP_016857644,XP_011540327,XP_016857645,XP_024305067,NP_001711,XP_005271206,XP_011540324,XP_011540326,XP_016857644,XP_011540327,XP_016857645,XP_024305067,NP_001711,XP_005271206,XP_011540324,XP_011540326","P34820,P34820"
41935408,"mouse, laboratory",10090,Bmp8b,12164,MGI:107335,,,Chr4 57.38 cM,Chr4:122998101-123019887(+),"NM_007559,XM_011240420","NP_031585,XP_011238722",P55105
41935408,human,9606,BMP8B,656,,HGNC:1075,OMIM:602284,Chr1 p34.2,Chr1:39757182-39788861(-),"NM_001720,NM_001720","XP_016857644,XP_011540327,XP_016857645,XP_024305067,NP_001711,XP_005271206,XP_011540324,XP_011540326,XP_016857644,XP_011540327,XP_016857645,XP_024305067,NP_001711,XP_005271206,XP_011540324,XP_011540326","P34820,P34820"
41935409,"mouse, laboratory",10090,Hnrnpa1,15382,MGI:104820,,,Chr15 58.58 cM,Chr15:103148859-103155119(+),"NM_001039129,NM_010447","NP_001034218,NP_034577",P49312
41935409,human,9606,HNRNPA1,3178,,HGNC:5031,OMIM:164017,Chr12 q13.13,Chr12:54280690-54287088(+),"NM_031157,NM_002136","NP_002127,NP_112420",P09651
41935409,human,9606,HNRNPA1L2,144983,,HGNC:27067,,Chr13 q14.3,Chr13:52617470-52643784(+),"NM_001011724,NM_001011725,NM_001389320,NM_001011724,NM_001011725,NM_001389320","NP_001011725,NP_001011724,NP_001376249,NP_001011725,NP_001011724,NP_001376249","Q32P51,Q32P51"
41935410,"mouse, laboratory",10090,Hdlbp,110611,MGI:99256,,,Chr1 47.24 cM,Chr1:93333662-93406537(-),"XM_030242016,XM_006529075,NM_133808,NM_001357556,NM_001301364,XM_006529077","XP_006529140,XP_006529138,XP_030097876,NP_598569,NP_001288293,NP_001344485",Q8VDJ3
41935410,human,9606,HDLBP,3069,,HGNC:4857,OMIM:142695,Chr2 q37.3,Chr2:241227264-241315842(-),"NM_001243900,NM_001320965,NM_001320966,NM_001320967,NM_005336,NM_203346","NP_001230829,NP_001307894,NP_001307895,NP_001307896,NP_005327,NP_976221,XP_005247059,XP_011509360,XP_011509362,XP_016859430,XP_016859431,XP_024308601,XP_047300032,XP_047300033,XP_047300034,XP_047300035,XP_047300023,XP_047300024,XP_047300025,XP_047300026,XP_047300027,XP_047300028,XP_047300029,XP_047300030,XP_047300031",Q00341
41935411,"mouse, laboratory",10090,Gm382,211208,MGI:2685228,,,ChrX 49.81 cM,ChrX:125947595-125971609(+),XM_142112,NP_001028413,
41935412,"mouse, laboratory",10090,H2-M10.6,399549,MGI:2687364,,,Chr17 19.16 cM,Chr17:37123067-37126458(+),NM_201611,NP_963905,
41935412,human,9606,HLA-B,3106,,HGNC:4932,OMIM:142830,Chr6 p21.33,Chr6:31353866-31357245(-),"NM_005514,NM_005514,NM_005514,NM_005514,NM_005514,NM_005514,NM_005514,NM_005514,NM_005514,NM_005514,NM_005514,NM_005514,NM_005514,NM_005514,NM_005514,NM_005514,NM_005514,NM_005514,NM_005514,NM_005514,NM_005514,NM_005514,NM_005514,NM_005514,NM_005514,NM_005514","NP_005505,NP_005505,NP_005505,NP_005505,NP_005505,NP_005505,NP_005505,NP_005505,NP_005505,NP_005505,NP_005505,NP_005505,NP_005505,NP_005505,NP_005505,NP_005505,NP_005505,NP_005505,NP_005505,NP_005505,NP_005505,NP_005505,NP_005505,NP_005505,NP_005505,NP_005505","P01889,P01889,P01889,P01889,P01889,P01889,P01889,P01889,P01889,P01889,P01889,P01889,P01889,P01889,P01889,P01889,P01889,P01889,P01889,P01889,P01889,P01889,P01889,P01889,P01889,P01889"
41935412,human,9606,HLA-C,3107,,HGNC:4933,OMIM:142840,Chr6 p21.33,Chr6:31268749-31272136(-),"NM_001243042,NM_002117,NM_001243042,NM_002117,NM_001243042,NM_002117,NM_001243042,NM_002117,NM_001243042,NM_002117,NM_001243042,NM_002117,NM_001243042,NM_002117,NM_001243042,NM_002117,NM_001243042,NM_002117,NM_001243042,NM_002117,NM_001243042,NM_002117,NM_001243042,NM_002117,NM_001243042,NM_002117,NM_001243042,NM_002117,NM_001243042,NM_002117,NM_001243042,NM_002117,NM_001243042,NM_002117,NM_001243042,NM_002117,NM_001243042,NM_002117,NM_001243042,NM_002117,NM_001243042,NM_002117,NM_001243042,NM_002117,NM_001243042,NM_002117,NM_001243042,NM_002117,NM_001243042,NM_002117,NM_001243042,NM_002117","NP_001229971,NP_002108,NP_001229971,NP_002108,NP_001229971,NP_002108,NP_001229971,NP_002108,NP_001229971,NP_002108,NP_001229971,NP_002108,NP_001229971,NP_002108,NP_001229971,NP_002108,NP_001229971,NP_002108,NP_001229971,NP_002108,NP_001229971,NP_002108,NP_001229971,NP_002108,NP_001229971,NP_002108,NP_001229971,NP_002108,NP_001229971,NP_002108,NP_001229971,NP_002108,NP_001229971,NP_002108,NP_001229971,NP_002108,NP_001229971,NP_002108,NP_001229971,NP_002108,NP_001229971,NP_002108,NP_001229971,NP_002108,NP_001229971,NP_002108,NP_001229971,NP_002108,NP_001229971,NP_002108,NP_001229971,NP_002108","P10321,P10321,P10321,P10321,P10321,P10321,P10321,P10321,P10321,P10321,P10321,P10321,P10321,P10321,P10321,P10321,P10321,P10321,P10321,P10321,P10321,P10321,P10321,P10321,P10321,P10321"
41935412,human,9606,HLA-E,3133,,HGNC:4962,OMIM:143010,Chr6 p22.1,Chr6:30489406-30494205(+),"NM_005516,NM_005516,NM_005516,NM_005516,NM_005516,NM_005516,NM_005516,NM_005516,NM_005516,NM_005516,NM_005516,NM_005516,NM_005516,NM_005516,NM_005516,NM_005516,NM_005516,NM_005516,NM_005516,NM_005516,NM_005516,NM_005516,NM_005516,NM_005516,NM_005516,NM_005516,NM_005516,NM_005516","NP_005507,XP_016866296,NP_005507,XP_016866296,NP_005507,XP_016866296,NP_005507,XP_016866296,NP_005507,XP_016866296,NP_005507,XP_016866296,NP_005507,XP_016866296,NP_005507,XP_016866296,NP_005507,XP_016866296,NP_005507,XP_016866296,NP_005507,XP_016866296,NP_005507,XP_016866296,NP_005507,XP_016866296,NP_005507,XP_016866296,NP_005507,XP_016866296,NP_005507,XP_016866296,NP_005507,XP_016866296,NP_005507,XP_016866296,NP_005507,XP_016866296,NP_005507,XP_016866296,NP_005507,XP_016866296,NP_005507,XP_016866296,NP_005507,XP_016866296,NP_005507,XP_016866296,NP_005507,XP_016866296,NP_005507,XP_016866296,NP_005507,XP_016866296,NP_005507,XP_016866296","P13747,P13747,P13747,P13747,P13747,P13747,P13747,P13747,P13747,P13747,P13747,P13747,P13747,P13747,P13747,P13747,P13747,P13747,P13747,P13747,P13747,P13747,P13747,P13747,P13747,P13747,P13747,P13747"
41935412,human,9606,HLA-F,3134,,HGNC:4963,OMIM:143110,Chr6 p22.1,Chr6:29723340-29740355(+),"NM_001098478,NM_001098479,NM_018950,NM_001098478,NM_001098479,NM_018950,NM_001098478,NM_001098479,NM_018950,NM_001098478,NM_001098479,NM_018950,NM_001098478,NM_001098479,NM_018950,NM_001098478,NM_001098479,NM_018950,NM_001098478,NM_001098479,NM_018950,NM_001098478,NM_001098479,NM_018950,NM_001098478,NM_001098479,NM_018950,NM_001098478,NM_001098479,NM_018950,NM_001098478,NM_001098479,NM_018950,NM_001098478,NM_001098479,NM_018950,NM_001098478,NM_001098479,NM_018950,NM_001098478,NM_001098479,NM_018950,NM_001098478,NM_001098479,NM_018950,NM_001098478,NM_001098479,NM_018950,NM_001098478,NM_001098479,NM_018950,NM_001098478,NM_001098479,NM_018950","XP_047274676,NP_001091948,NP_001091949,NP_061823,XP_011512866,XP_016866299,XP_016866301,XP_016866302,XP_047274674,XP_047274675,XP_047274677,XP_047274676,NP_001091948,NP_001091949,NP_061823,XP_011512866,XP_016866299,XP_016866301,XP_016866302,XP_047274674,XP_047274675,XP_047274677,XP_047274676,NP_001091948,NP_001091949,NP_061823,XP_011512866,XP_016866299,XP_016866301,XP_016866302,XP_047274674,XP_047274675,XP_047274677,XP_047274676,NP_001091948,NP_001091949,NP_061823,XP_011512866,XP_016866299,XP_016866301,XP_016866302,XP_047274674,XP_047274675,XP_047274677,XP_047274676,NP_001091948,NP_001091949,NP_061823,XP_011512866,XP_016866299,XP_016866301,XP_016866302,XP_047274674,XP_047274675,XP_047274677,XP_047274676,NP_001091948,NP_001091949,NP_061823,XP_011512866,XP_016866299,XP_016866301,XP_016866302,XP_047274674,XP_047274675,XP_047274677,XP_047274676,NP_001091948,NP_001091949,NP_061823,XP_011512866,XP_016866299,XP_016866301,XP_016866302,XP_047274674,XP_047274675,XP_047274677,XP_047274676,NP_001091948,NP_001091949,NP_061823,XP_011512866,XP_016866299,XP_016866301,XP_016866302,XP_047274674,XP_047274675,XP_047274677,XP_047274676,NP_001091948,NP_001091949,NP_061823,XP_011512866,XP_016866299,XP_016866301,XP_016866302,XP_047274674,XP_047274675,XP_047274677,XP_047274676,NP_001091948,NP_001091949,NP_061823,XP_011512866,XP_016866299,XP_016866301,XP_016866302,XP_047274674,XP_047274675,XP_047274677,XP_047274676,NP_001091948,NP_001091949,NP_061823,XP_011512866,XP_016866299,XP_016866301,XP_016866302,XP_047274674,XP_047274675,XP_047274677,XP_047274676,NP_001091948,NP_001091949,NP_061823,XP_011512866,XP_016866299,XP_016866301,XP_016866302,XP_047274674,XP_047274675,XP_047274677,XP_047274676,NP_001091948,NP_001091949,NP_061823,XP_011512866,XP_016866299,XP_016866301,XP_016866302,XP_047274674,XP_047274675,XP_047274677,XP_047274676,NP_001091948,NP_001091949,NP_061823,XP_011512866,XP_016866299,XP_016866301,XP_016866302,XP_047274674,XP_047274675,XP_047274677,XP_047274676,NP_001091948,NP_001091949,NP_061823,XP_011512866,XP_016866299,XP_016866301,XP_016866302,XP_047274674,XP_047274675,XP_047274677,XP_047274676,NP_001091948,NP_001091949,NP_061823,XP_011512866,XP_016866299,XP_016866301,XP_016866302,XP_047274674,XP_047274675,XP_047274677,XP_047274676,NP_001091948,NP_001091949,NP_061823,XP_011512866,XP_016866299,XP_016866301,XP_016866302,XP_047274674,XP_047274675,XP_047274677,XP_047274676,NP_001091948,NP_001091949,NP_061823,XP_011512866,XP_016866299,XP_016866301,XP_016866302,XP_047274674,XP_047274675,XP_047274677","P30511,P30511,P30511,P30511,P30511,P30511,P30511,P30511,P30511,P30511,P30511,P30511,P30511,P30511,P30511,P30511,P30511,P30511"
41935412,human,9606,HLA-G,3135,,HGNC:4964,OMIM:142871,Chr6 p22.1,Chr6:29826967-29831130(+),"NM_001363567,NM_001384280,NM_001384290,NM_002127,NM_001363567,NM_001384280,NM_001384290,NM_002127,NM_001363567,NM_001384280,NM_001384290,NM_002127,NM_001363567,NM_001384280,NM_001384290,NM_002127,NM_001363567,NM_001384280,NM_001384290,NM_002127,NM_001363567,NM_001384280,NM_001384290,NM_002127,NM_001363567,NM_001384280,NM_001384290,NM_002127,NM_001363567,NM_001384280,NM_001384290,NM_002127,NM_001363567,NM_001384280,NM_001384290,NM_002127,NM_001363567,NM_001384280,NM_001384290,NM_002127,NM_001363567,NM_001384280,NM_001384290,NM_002127,NM_001363567,NM_001384280,NM_001384290,NM_002127,NM_001363567,NM_001384280,NM_001384290,NM_002127,NM_001363567,NM_001384280,NM_001384290,NM_002127,NM_001363567,NM_001384280,NM_001384290,NM_002127,NM_001363567,NM_001384280,NM_001384290,NM_002127,NM_001363567,NM_001384280,NM_001384290,NM_002127","NP_001350496,NP_001371209,NP_001371219,NP_002118,XP_016866307,XP_024302188,XP_047274678,NP_001350496,NP_001371209,NP_001371219,NP_002118,XP_016866307,XP_024302188,XP_047274678,NP_001350496,NP_001371209,NP_001371219,NP_002118,XP_016866307,XP_024302188,XP_047274678,NP_001350496,NP_001371209,NP_001371219,NP_002118,XP_016866307,XP_024302188,XP_047274678,NP_001350496,NP_001371209,NP_001371219,NP_002118,XP_016866307,XP_024302188,XP_047274678,NP_001350496,NP_001371209,NP_001371219,NP_002118,XP_016866307,XP_024302188,XP_047274678,NP_001350496,NP_001371209,NP_001371219,NP_002118,XP_016866307,XP_024302188,XP_047274678,NP_001350496,NP_001371209,NP_001371219,NP_002118,XP_016866307,XP_024302188,XP_047274678,NP_001350496,NP_001371209,NP_001371219,NP_002118,XP_016866307,XP_024302188,XP_047274678,NP_001350496,NP_001371209,NP_001371219,NP_002118,XP_016866307,XP_024302188,XP_047274678,NP_001350496,NP_001371209,NP_001371219,NP_002118,XP_016866307,XP_024302188,XP_047274678,NP_001350496,NP_001371209,NP_001371219,NP_002118,XP_016866307,XP_024302188,XP_047274678,NP_001350496,NP_001371209,NP_001371219,NP_002118,XP_016866307,XP_024302188,XP_047274678,NP_001350496,NP_001371209,NP_001371219,NP_002118,XP_016866307,XP_024302188,XP_047274678,NP_001350496,NP_001371209,NP_001371219,NP_002118,XP_016866307,XP_024302188,XP_047274678,NP_001350496,NP_001371209,NP_001371219,NP_002118,XP_016866307,XP_024302188,XP_047274678,NP_001350496,NP_001371209,NP_001371219,NP_002118,XP_016866307,XP_024302188,XP_047274678","P17693,P17693,P17693,P17693,P17693,P17693,P17693,P17693,P17693,P17693,P17693,P17693,P17693,P17693,P17693,P17693,P17693"
41935413,"mouse, laboratory",10090,Gm8909,667977,MGI:3704134,,,Chr17 18.97 cM,Chr17:36475335-36479429(-),"XM_006524802,NM_001081032,XM_011246573,XM_006524804,XM_006524801,XM_030249996","XP_006524867,NP_001074501,XP_011244875,XP_006524864,XP_006524865,XP_030105856",
41935413,human,9606,HLA-A,3105,,HGNC:4931,OMIM:142800,Chr6 p22.1,Chr6:29942470-29945884(+),"NM_001242758,NM_002116,NM_001242758,NM_002116,NM_001242758,NM_002116,NM_001242758,NM_002116,NM_001242758,NM_002116,NM_001242758,NM_002116,NM_001242758,NM_002116,NM_001242758,NM_002116,NM_001242758,NM_002116,NM_001242758,NM_002116,NM_001242758,NM_002116","XP_041536701,NP_001229687,NP_002107,XP_041536702,XP_041536701,NP_001229687,NP_002107,XP_041536702,XP_041536701,NP_001229687,NP_002107,XP_041536702,XP_041536701,NP_001229687,NP_002107,XP_041536702,XP_041536701,NP_001229687,NP_002107,XP_041536702,XP_041536701,NP_001229687,NP_002107,XP_041536702,XP_041536701,NP_001229687,NP_002107,XP_041536702,XP_041536701,NP_001229687,NP_002107,XP_041536702,XP_041536701,NP_001229687,NP_002107,XP_041536702,XP_041536701,NP_001229687,NP_002107,XP_041536702,XP_041536701,NP_001229687,NP_002107,XP_041536702","P04439,P04439,P04439,P04439,P04439,P04439,P04439,P04439,P04439,P04439,P04439"
41935413,human,9606,HLA-B,3106,,HGNC:4932,OMIM:142830,Chr6 p21.33,Chr6:31353866-31357245(-),"NM_005514,NM_005514,NM_005514,NM_005514,NM_005514,NM_005514,NM_005514,NM_005514,NM_005514,NM_005514,NM_005514,NM_005514,NM_005514,NM_005514,NM_005514,NM_005514,NM_005514,NM_005514,NM_005514,NM_005514,NM_005514,NM_005514,NM_005514,NM_005514,NM_005514,NM_005514","NP_005505,NP_005505,NP_005505,NP_005505,NP_005505,NP_005505,NP_005505,NP_005505,NP_005505,NP_005505,NP_005505,NP_005505,NP_005505,NP_005505,NP_005505,NP_005505,NP_005505,NP_005505,NP_005505,NP_005505,NP_005505,NP_005505,NP_005505,NP_005505,NP_005505,NP_005505","P01889,P01889,P01889,P01889,P01889,P01889,P01889,P01889,P01889,P01889,P01889,P01889,P01889,P01889,P01889,P01889,P01889,P01889,P01889,P01889,P01889,P01889,P01889,P01889,P01889,P01889"
41935413,human,9606,HLA-C,3107,,HGNC:4933,OMIM:142840,Chr6 p21.33,Chr6:31268749-31272136(-),"NM_001243042,NM_002117,NM_001243042,NM_002117,NM_001243042,NM_002117,NM_001243042,NM_002117,NM_001243042,NM_002117,NM_001243042,NM_002117,NM_001243042,NM_002117,NM_001243042,NM_002117,NM_001243042,NM_002117,NM_001243042,NM_002117,NM_001243042,NM_002117,NM_001243042,NM_002117,NM_001243042,NM_002117,NM_001243042,NM_002117,NM_001243042,NM_002117,NM_001243042,NM_002117,NM_001243042,NM_002117,NM_001243042,NM_002117,NM_001243042,NM_002117,NM_001243042,NM_002117,NM_001243042,NM_002117,NM_001243042,NM_002117,NM_001243042,NM_002117,NM_001243042,NM_002117,NM_001243042,NM_002117,NM_001243042,NM_002117","NP_001229971,NP_002108,NP_001229971,NP_002108,NP_001229971,NP_002108,NP_001229971,NP_002108,NP_001229971,NP_002108,NP_001229971,NP_002108,NP_001229971,NP_002108,NP_001229971,NP_002108,NP_001229971,NP_002108,NP_001229971,NP_002108,NP_001229971,NP_002108,NP_001229971,NP_002108,NP_001229971,NP_002108,NP_001229971,NP_002108,NP_001229971,NP_002108,NP_001229971,NP_002108,NP_001229971,NP_002108,NP_001229971,NP_002108,NP_001229971,NP_002108,NP_001229971,NP_002108,NP_001229971,NP_002108,NP_001229971,NP_002108,NP_001229971,NP_002108,NP_001229971,NP_002108,NP_001229971,NP_002108,NP_001229971,NP_002108","P10321,P10321,P10321,P10321,P10321,P10321,P10321,P10321,P10321,P10321,P10321,P10321,P10321,P10321,P10321,P10321,P10321,P10321,P10321,P10321,P10321,P10321,P10321,P10321,P10321,P10321"
41935413,human,9606,HLA-E,3133,,HGNC:4962,OMIM:143010,Chr6 p22.1,Chr6:30489406-30494205(+),"NM_005516,NM_005516,NM_005516,NM_005516,NM_005516,NM_005516,NM_005516,NM_005516,NM_005516,NM_005516,NM_005516,NM_005516,NM_005516,NM_005516,NM_005516,NM_005516,NM_005516,NM_005516,NM_005516,NM_005516,NM_005516,NM_005516,NM_005516,NM_005516,NM_005516,NM_005516,NM_005516,NM_005516","NP_005507,XP_016866296,NP_005507,XP_016866296,NP_005507,XP_016866296,NP_005507,XP_016866296,NP_005507,XP_016866296,NP_005507,XP_016866296,NP_005507,XP_016866296,NP_005507,XP_016866296,NP_005507,XP_016866296,NP_005507,XP_016866296,NP_005507,XP_016866296,NP_005507,XP_016866296,NP_005507,XP_016866296,NP_005507,XP_016866296,NP_005507,XP_016866296,NP_005507,XP_016866296,NP_005507,XP_016866296,NP_005507,XP_016866296,NP_005507,XP_016866296,NP_005507,XP_016866296,NP_005507,XP_016866296,NP_005507,XP_016866296,NP_005507,XP_016866296,NP_005507,XP_016866296,NP_005507,XP_016866296,NP_005507,XP_016866296,NP_005507,XP_016866296,NP_005507,XP_016866296","P13747,P13747,P13747,P13747,P13747,P13747,P13747,P13747,P13747,P13747,P13747,P13747,P13747,P13747,P13747,P13747,P13747,P13747,P13747,P13747,P13747,P13747,P13747,P13747,P13747,P13747,P13747,P13747"
41935413,human,9606,HLA-F,3134,,HGNC:4963,OMIM:143110,Chr6 p22.1,Chr6:29723340-29740355(+),"NM_001098478,NM_001098479,NM_018950,NM_001098478,NM_001098479,NM_018950,NM_001098478,NM_001098479,NM_018950,NM_001098478,NM_001098479,NM_018950,NM_001098478,NM_001098479,NM_018950,NM_001098478,NM_001098479,NM_018950,NM_001098478,NM_001098479,NM_018950,NM_001098478,NM_001098479,NM_018950,NM_001098478,NM_001098479,NM_018950,NM_001098478,NM_001098479,NM_018950,NM_001098478,NM_001098479,NM_018950,NM_001098478,NM_001098479,NM_018950,NM_001098478,NM_001098479,NM_018950,NM_001098478,NM_001098479,NM_018950,NM_001098478,NM_001098479,NM_018950,NM_001098478,NM_001098479,NM_018950,NM_001098478,NM_001098479,NM_018950,NM_001098478,NM_001098479,NM_018950","XP_047274676,NP_001091948,NP_001091949,NP_061823,XP_011512866,XP_016866299,XP_016866301,XP_016866302,XP_047274674,XP_047274675,XP_047274677,XP_047274676,NP_001091948,NP_001091949,NP_061823,XP_011512866,XP_016866299,XP_016866301,XP_016866302,XP_047274674,XP_047274675,XP_047274677,XP_047274676,NP_001091948,NP_001091949,NP_061823,XP_011512866,XP_016866299,XP_016866301,XP_016866302,XP_047274674,XP_047274675,XP_047274677,XP_047274676,NP_001091948,NP_001091949,NP_061823,XP_011512866,XP_016866299,XP_016866301,XP_016866302,XP_047274674,XP_047274675,XP_047274677,XP_047274676,NP_001091948,NP_001091949,NP_061823,XP_011512866,XP_016866299,XP_016866301,XP_016866302,XP_047274674,XP_047274675,XP_047274677,XP_047274676,NP_001091948,NP_001091949,NP_061823,XP_011512866,XP_016866299,XP_016866301,XP_016866302,XP_047274674,XP_047274675,XP_047274677,XP_047274676,NP_001091948,NP_001091949,NP_061823,XP_011512866,XP_016866299,XP_016866301,XP_016866302,XP_047274674,XP_047274675,XP_047274677,XP_047274676,NP_001091948,NP_001091949,NP_061823,XP_011512866,XP_016866299,XP_016866301,XP_016866302,XP_047274674,XP_047274675,XP_047274677,XP_047274676,NP_001091948,NP_001091949,NP_061823,XP_011512866,XP_016866299,XP_016866301,XP_016866302,XP_047274674,XP_047274675,XP_047274677,XP_047274676,NP_001091948,NP_001091949,NP_061823,XP_011512866,XP_016866299,XP_016866301,XP_016866302,XP_047274674,XP_047274675,XP_047274677,XP_047274676,NP_001091948,NP_001091949,NP_061823,XP_011512866,XP_016866299,XP_016866301,XP_016866302,XP_047274674,XP_047274675,XP_047274677,XP_047274676,NP_001091948,NP_001091949,NP_061823,XP_011512866,XP_016866299,XP_016866301,XP_016866302,XP_047274674,XP_047274675,XP_047274677,XP_047274676,NP_001091948,NP_001091949,NP_061823,XP_011512866,XP_016866299,XP_016866301,XP_016866302,XP_047274674,XP_047274675,XP_047274677,XP_047274676,NP_001091948,NP_001091949,NP_061823,XP_011512866,XP_016866299,XP_016866301,XP_016866302,XP_047274674,XP_047274675,XP_047274677,XP_047274676,NP_001091948,NP_001091949,NP_061823,XP_011512866,XP_016866299,XP_016866301,XP_016866302,XP_047274674,XP_047274675,XP_047274677,XP_047274676,NP_001091948,NP_001091949,NP_061823,XP_011512866,XP_016866299,XP_016866301,XP_016866302,XP_047274674,XP_047274675,XP_047274677,XP_047274676,NP_001091948,NP_001091949,NP_061823,XP_011512866,XP_016866299,XP_016866301,XP_016866302,XP_047274674,XP_047274675,XP_047274677,XP_047274676,NP_001091948,NP_001091949,NP_061823,XP_011512866,XP_016866299,XP_016866301,XP_016866302,XP_047274674,XP_047274675,XP_047274677","P30511,P30511,P30511,P30511,P30511,P30511,P30511,P30511,P30511,P30511,P30511,P30511,P30511,P30511,P30511,P30511,P30511,P30511"
