Gene ID,Entrez ID,chromosome,start,end,width,strand,p_id,transcript_id,tss_id,bioType,Aliases,Description
2610020C07Rik,69918,chr16,11203383,11225796,2156,+,,NR_038156,TSS5612,lncRNA,.,RIKEN cDNA 2610020C07 gene
Gspt1,14852,chr16,11216241,11254325,6822,-,P16331,NM_146066,TSS6196,protein_coding,AI314175| AI326449| AV307676| C79774| G1st| Gst-1,G1 to S phase transition 1
Tnfrsf17,21935,chr16,11313809,11320068,812,+,P7513,NM_011608,TSS19519,protein_coding,BCM| BCMA| Tnfrsf13| Tnfrsf13a,"tumor necrosis factor receptor superfamily, member 17"
Snx29,74478,chr16,11322904,11755473,2812,+,P21877,NM_028964,TSS22700,protein_coding,4933437K13Rik| ENSMUSG00000079738| Gm11170| Gm1737| Gm930| Rundc2a,sorting nexin 29
4833415N18Rik,73761,chr16,11779702,11781501,1000,+,,NR_126430,TSS1403,lncRNA,.,RIKEN cDNA 4833415N18 gene
Cpped1,223978,chr16,11803721,11909423,2663,-,P11655,NM_146067,TSS21502,protein_coding,C530044N13Rik,calcineurin-like phosphoesterase domain containing 1
Gm9961,791359,chr16,11901364,11930594,540,+,,NR_033509,TSS7706,lncRNA,ENSMUSG00000055015,predicted gene 9961
Shisa9,72555,chr16,11984113,12270904,4844,+,P15825,NM_028277,TSS27225,protein_coding,2700045P11Rik| Ckamp44,shisa family member 9
1700003L19Rik,75493,chr16,12811390,12848653,746,+,,NR_040507,TSS4337,lncRNA,.,RIKEN cDNA 1700003L19 gene
Ercc4,50505,chr16,13109736,13152009,6703,+,P9085,NM_015769,TSS3592,protein_coding,AI606920| Xpf,"excision repair cross-complementing rodent repair deficiency, complementation group 4"
Mkl2,239719,chr16,13256481,13417529,8987,+,P21296,NM_001122667,TSS26429,protein_coding,ENSMUSG00000075401| Gt4-1| mKIAA1243| MRTF-B| Mrtfb,MKL /myocardin-like 2
2310015D24Rik,70100,chr16,13514131,13520419,2917,-,,NR_037997,TSS22689,lncRNA,.,RIKEN cDNA 2310015D24 gene
Parn,74108,chr16,13537964,13668170,2902,-,P5655,NM_028761,TSS23543,protein_coding,1200003I18Rik| DAN,poly(A)-specific ribonuclease (deadenylation nuclease)
Bfar,67118,chr16,13671858,13703612,3003,+,P11537,NM_001177552,TSS26887,protein_coding,3010001A07Rik| AI666707| AW107665| Bar| Rnf47,bifunctional apoptosis regulator
3110001I22Rik,66598,chr16,13672020,13678385,1611,+,P10161,NM_025653,TSS3873,protein_coding,.,RIKEN cDNA 3110001I22 gene
Pla2g10,26565,chr16,13715057,13730983,1710,-,P4646,NM_011987,TSS19860,protein_coding,GX sPLA2| PLA2GX| sPLA2-X,"phospholipase A2, group X"
Pla2g10os,76684,chr16,13729836,13739471,331,+,,NR_040574,TSS4694,lncRNA,1810007I06Rik,"phospholipase A2, group X, opposite strand"
Rrn3,106298,chr16,13780699,13814841,3598,+,P7061,NM_001039521,TSS21096,protein_coding,AL023001| E130302O19Rik| R75565| TIF-1A| Tif1a,RRN3 RNA polymerase I transcription factor homolog (yeast)
Ntan1,18203,chr16,13819277,13835451,1149,+,P19838,NM_010946,TSS2053,protein_coding,.,N-terminal Asn amidase
Pdxdc1,94184,chr16,13833573,13903145,4737,-,P16438,NM_001039533,TSS26375,protein_coding,2210010A19Rik| AA415817| Kiaa0251-hp,pyridoxal-dependent decarboxylase domain containing 1
Mpv17l,93734,chr16,13903161,13949619,3644,+,P14969,NM_001289562,TSS18645,protein_coding,M-LP,"Mpv17 transgene, kidney disease mutant-like"
Ifitm7,74482,chr16,13981702,13986867,865,-,P11395,NM_001270718,TSS2476,protein_coding,4933438K12Rik| Mil4,interferon induced transmembrane protein 7
2900011O08Rik,67254,chr16,13986637,14101494,2355,+,P6091,NM_144518,TSS852,protein_coding,MINP,RIKEN cDNA 2900011O08 gene
Marf1,223989,chr16,14109166,14159274,7765,-,P23227,NM_001081154,TSS8720,protein_coding,4921513D23Rik| BC031575| C87306| E030019O05| Lkap| mKIAA0430,meiosis arrest female 1
Nde1,67203,chr16,14163275,14192923,4198,+,P10872,NM_001114085,TSS18452,protein_coding,2810027M15Rik| AU042936| AW822251| mNudE| Nude,nudE neurodevelopment protein 1
Myh11,17880,chr16,14194527,14291408,6632,-,P13728,NM_013607,TSS17982,protein_coding,AV071570| SM1| SM2| smMHC,"myosin, heavy polypeptide 11, smooth muscle"
Fopnl,66086,chr16,14299244,14317332,1422,-,P20210,NM_025345,TSS5617,protein_coding,0610037P05Rik,Fgfr1op N-terminal like
Abcc1,17250,chr16,14361558,14474878,5935,+,P2652,NM_008576,TSS12233,protein_coding,Abcc1a| Abcc1b| Mdrap| MRP| Mrp1,"ATP-binding cassette, sub-family C (CFTR /MRP), member 1"
A630010A05Rik,545280,chr16,14562317,14621284,1622,+,,NR_033556,TSS19888,lncRNA,RP24-255L12.1,RIKEN cDNA A630010A05 gene
Snai2,20583,chr16,14705859,14709382,2011,+,P11973,NM_011415,TSS10768,protein_coding,Slug| Slugh| Snail2,snail family zinc finger 2
Efcab1,66793,chr16,14906646,14924522,1128,+,P2532,NM_025769,TSS22734,protein_coding,4930449A16Rik| 5430404L10Rik,EF hand calcium binding domain 1
Ube2v2,70620,chr16,15550986,15594518,5892,-,P8766,NM_023585,TSS12353,protein_coding,1110021H13Rik| 4632410D19Rik| 5730524P06Rik| 6820402M05| AI848315| C81524| MMS2,ubiquitin-conjugating enzyme E2 variant 2
Mcm4,17217,chr16,15623897,15637400,3589,-,P17766,NM_008565,TSS22351,protein_coding,19G| AI325074| AU045576| Cdc21| mcdc21| Mcmd4| mKIAA4003,minichromosome maintenance complex component 4
Prkdc,19090,chr16,15637866,15842239,12674,+,P21483,NM_011159,TSS20602,protein_coding,AI326420| AU019811| DNA-PKcs| DNAPDcs| DNAPK| DNPK1| DOXNPH| dxnph| HYRC1| p460| scid| slip| XRCC7,"protein kinase, DNA activated, catalytic polypeptide"
Mzt2,72083,chr16,15848441,15863322,1010,-,P8042,NM_029354,TSS8492,protein_coding,2410018G20Rik| 2610001E06Rik| Fam128| Fam128b,mitotic spindle organizing protein 2
Cebpd,12609,chr16,15887286,15889545,2260,+,P15389,NM_007679,TSS2286,protein_coding,c /EBPdelta,"CCAAT /enhancer binding protein (C /EBP), delta"
Spidr,224008,chr16,15889225,16146851,3281,-,P1732,NM_146068,TSS20354,protein_coding,2310008H04Rik| Kiaa0146,scaffolding protein involved in DNA repair
Pkp2,67451,chr16,16213345,16272712,2891,+,P23749,NM_026163,TSS2969,protein_coding,1200008D14Rik| 1200012P04Rik| AA516617| Pkp2l,plakophilin 2
Yars2,70120,chr16,16302965,16309640,1708,+,P11540,NM_198246,TSS19864,protein_coding,2210023C10Rik| tyrRS,tyrosyl-tRNA synthetase 2 (mitochondrial)
Dnm1l,74006,chr16,16312228,16359031,4418,-,P1696,NM_001276341,TSS13008,protein_coding,6330417M19Rik| AI450666| Dlp1| Dnmlp1| Drp1| python,dynamin 1-like
Fgd4,224014,chr16,16416915,16599978,8708,-,P22697,NM_139232,TSS26396,protein_coding,9030023J02Rik| 9330209B17Rik| Frabp| ZFYVE6,"FYVE, RhoGEF and PH domain containing 4"
Olfr19,18316,chr16,16673050,16673979,930,-,P21172,NM_146335,TSS22199,protein_coding,M12| MOR140-1| MTPCR15,olfactory receptor 19
4933404G15Rik,74066,chr16,16707687,16718121,1583,-,,NR_045920,TSS766,lncRNA,4933401J20Rik,RIKEN cDNA 4933404G15 gene
Spag6,381350,chr16,16753016,16829363,2466,-,P16575,NM_015773,TSS22568,protein_coding,Spag6l,sperm associated antigen 6
Rpl31-ps12,665562,chr16,16819713,16820196,484,-,P19506,NM_001258458,TSS21003,protein_coding,EG665562| Gm7689,"ribosomal protein L31, pseudogene 1 2"
Igll1,16136,chr16,16860671,16863985,870,-,P13900,NM_001190325,TSS2230,protein_coding,BB139905| Igl-5| Igll| Lambda5,immunoglobulin lambda-like polypeptide 1
Vpreb1,22362,chr16,16868401,16869255,768,-,P2390,NM_016982,TSS4804,protein_coding,CD179a| Vpreb-1,pre-B lymphocyte gene 1
Top3b,21976,chr16,16870891,16892986,2959,+,P7113,NM_011624,TSS19596,protein_coding,.,topoisomerase (DNA) III beta
Ppm1f,68606,chr16,16896469,16927375,4933,+,P23878,NM_176833,TSS16921,protein_coding,1110021B16Rik| 4933427B07Rik| CaMKPase| mKIAA0015| Popx2,protein phosphatase 1F (PP2C domain containing)
Mapk1,26413,chr16,16983382,17047453,5099,+,P8760,NM_001038663,TSS22457,protein_coding,9030612K14Rik| AA407128| AU018647| C78273| ERK| Erk2| MAPK2| p41mapk| p42mapk| Prkm1| PRKM2,mitogen-activated protein kinase 1
Ypel1,106369,chr16,17070139,17086736,3005,+,P20148,NM_001291047,TSS16820,protein_coding,0610009L05Rik| 1700016N17Rik| 1700019O22Rik| 4921520K19Rik| 4930511F14Rik| AV118478| Dgl1| mdgl-1| Ppil2,yippee-like 1 (Drosophila)
Ppil2,66053,chr16,17086556,17111252,2494,-,P7566,NM_144954,TSS22905,protein_coding,0610009L05Rik| 1700016N17Rik| 4921520K19Rik| 4930511F14Rik| AA589416| C130078A06Rik| CYC4,peptidylprolyl isomerase (cyclophilin)-like 2
2610318N02Rik,70458,chr16,17113398,17125106,1266,-,P21354,NM_183287,TSS7968,protein_coding,AL033325,RIKEN cDNA 2610318N02 gene
Sdf2l1,64136,chr16,17130138,17132383,1108,-,P11508,NM_022324,TSS19450,protein_coding,.,stromal cell-derived factor 2-like 1
Ccdc116,76872,chr16,17139064,17147229,4257,-,P6159,NM_001306169,TSS13295,protein_coding,4930432J16Rik,coiled-coil domain containing 116
Ydjc,69101,chr16,17146967,17148857,1320,+,P13544,NM_026940,TSS27510,protein_coding,1810015A11Rik| 4930521M19Rik,YdjC homolog (bacterial)
Ube2l3,22195,chr16,17152015,17201492,2609,-,P10155,NM_009456,TSS4975,protein_coding,C79827| Ubce7| UbcM4,ubiquitin-conjugating enzyme E2L 3
Rimbp3,239731,chr16,17208135,17213982,5848,+,P12,NM_001033338,TSS20270,protein_coding,Gm1759| Gm603| mKIAA1666| RIM-BP3,RIMS binding protein 3
Hic2,58180,chr16,17233587,17263430,6339,+,P16933,NM_178922,TSS11975,protein_coding,AA409108| HRG22| mKIAA1020,hypermethylated in cancer 2
Tmem191c,224019,chr16,17276300,17278661,1408,+,P12278,NM_177473,TSS8691,protein_coding,4933405M22Rik| D16Bwg1494e| MNCb-4137,transmembrane protein 191C
Pi4ka,224020,chr16,17280351,17406314,6431,-,P22503,NM_001001983,TSS16175,protein_coding,Pik4ca,"phosphatidylinositol 4-kinase, catalytic, alpha polypeptide"
Serpind1,15160,chr16,17331371,17343572,2188,+,P13337,NM_008223,TSS25944,protein_coding,AA985900| AI303446| Hcf2| HCII,"serine (or cysteine) peptidase inhibitor, clade D, member 1"
Snap29,67474,chr16,17406000,17430826,3432,+,P14860,NM_023348,TSS13147,protein_coding,1300018G05Rik| AI891940| AU020222| BB131856| Gs32,synaptosomal-associated protein 29
Crkl,12929,chr16,17451985,17487440,5050,+,P15028,NM_001277231,TSS21763,protein_coding,1110025F07Rik| AA589403| AI325100| Crkol,v-crk avian sarcoma virus CT10 oncogene homolog-like
Aifm3,72168,chr16,17489677,17507482,2692,+,P10897,NM_175178,TSS22721,protein_coding,2810401C16Rik| AI840249| Aifl,"apoptosis-inducing factor, mitochondrion-associated 3"
Lztr1,66863,chr16,17508971,17526330,3108,+,P24620,NM_025808,TSS4413,protein_coding,1200003E21Rik| AI591627| AW550890,"leucine-zipper-like transcriptional regulator, 1"
Thap7,69009,chr16,17527982,17531052,1164,-,P5973,NM_026909,TSS15928,protein_coding,1810004B07Rik,THAP domain containing 7
Lrrc74b,74685,chr16,17544465,17561247,2231,-,P5826,NM_029053,TSS3438,protein_coding,4930451C15Rik| mCG12354| mCP17390,leucine rich repeat containing 74B
P2rx6,18440,chr16,17561885,17572012,2346,+,P21761,NM_011028,TSS15315,protein_coding,P2rxl1| P2x6| P2xm,"purinergic receptor P2X, ligand-gated ion channel, 6"
Slc7a4,224022,chr16,17572018,17576671,3231,-,P2203,NM_144852,TSS19691,protein_coding,AI853530,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 4"
Smpd4,77626,chr16,17619354,17644830,4661,+,P19684,NM_001164609,TSS18116,protein_coding,4122402O22Rik| mKIAA1418,sphingomyelin phosphodiesterase 4
Ccdc74a,72315,chr16,17646470,17650738,1278,+,P4624,NM_001166164,TSS11879,protein_coding,2310015A05Rik,coiled-coil domain containing 74A
Med15,94112,chr16,17651208,17722900,3670,-,P18615,NM_001040683,TSS19660,protein_coding,A230074L19Rik| AW536074| mPcqap| Pcqap,mediator complex subunit 15
Klhl22,224023,chr16,17759621,17793382,2618,+,P13508,NM_145479,TSS12677,protein_coding,2610318I18Rik| Kelchl,kelch-like 22
Scarf2,224024,chr16,17797282,17808287,3302,+,P21759,NM_153790,TSS7810,protein_coding,NSR1| Scatf1| SREC-II| Srec2| SrecII| SRECRP-1,"scavenger receptor class F, member 2"
B830017H08Rik,433004,chr16,17833119,17835019,1119,+,,NR_027959,TSS1690,lncRNA,.,RIKEN cDNA B830017H08 gene
Car15,80733,chr16,17835276,17838186,1105,-,P8816,NM_030558,TSS13178,protein_coding,AI315043| Ca15| Cals2,carbonic anhydrase 15
Dgcr2,13356,chr16,17840356,17891728,4070,-,P16008,NM_010048,TSS4917,protein_coding,9930034O06Rik| DGS-C| Dgsc| Idd| Lan| mKIAA0163| Sez12,DiGeorge syndrome critical region gene 2
Tssk1,22114,chr16,17894203,17895653,1451,+,P17672,NM_009435,TSS16662,protein_coding,Stk22a| TSK-1| Tsk1| Tssk| Tssk1b,testis-specific serine kinase 1
Tssk2,22115,chr16,17898637,17900024,1388,+,P7529,NM_009436,TSS1679,protein_coding,DGS-G| SPOGA2| Stk22b| Tsk2,testis-specific serine kinase 2
Dgcr14,27886,chr16,17900709,17911348,2818,-,P937,NM_022408,TSS20290,protein_coding,AI462402| D16H22S1269E| Dgcr1| Dgsi| ES2| Es2el,DiGeorge syndrome critical region gene 14
Gsc2,195333,chr16,17913554,17915059,725,-,P22309,NM_029469,TSS13328,protein_coding,4930568H22Rik| GSC-2| Gscl,goosecoid homebox 2
Slc25a1,13358,chr16,17925211,17928219,1678,-,P24652,NM_153150,TSS21055,protein_coding,1300019P08Rik| 2610100G11Rik| AI194714| Ctp| Dgsj| Slc20a3,"solute carrier family 25 (mitochondrial carrier, citrate transporter), member 1"
Vpreb2,22363,chr16,17980565,17981080,429,+,P20144,NM_016983,TSS18985,protein_coding,CD179b| Vpreb-2| VpreB1,pre-B lymphocyte gene 2
Dgcr6,13353,chr16,18052860,18071632,1899,+,P18951,NM_010047,TSS18222,protein_coding,.,DiGeorge syndrome critical region gene 6
Prodh,19125,chr16,18071726,18089190,2283,-,P15258,NM_011172,TSS305,protein_coding,Pro-1| Pro1| Ym24d07,proline dehydrogenase
Rtn4r,65079,chr16,18127706,18152408,1874,+,P10846,NM_022982,TSS22141,protein_coding,NgR| NgR1| NOGOR,reticulon 4 receptor
4933432I09Rik,66779,chr16,18209686,18213863,1536,-,,NR_027843,TSS14137,lncRNA,.,RIKEN cDNA 4933432I09 gene
Zdhhc8,27801,chr16,18220753,18235136,4868,-,P16388,NM_172151,TSS20472,protein_coding,D16H22S1738E| DHHC-8| E330009O14Rik| Op53c05| ZDHHCL1,"zinc finger, DHHC domain containing 8"
Ranbp1,19385,chr16,18239979,18248694,852,-,P24833,NM_011239,TSS4995,protein_coding,Htf9a,RAN binding protein 1
Trmt2a,15547,chr16,18248883,18254772,3637,+,P25609,NM_001080999,TSS12275,protein_coding,Htf9c,TRM2 tRNA methyltransferase 2A
Dgcr8,94223,chr16,18253965,18289168,4225,-,P24784,NM_033324,TSS12301,protein_coding,D16H22S1742E| D16H22S788E| D16Wis2| Gy1| mir-1306| N41| Vo59c07,DiGeorge syndrome critical region gene 8
Gm24572,104795666,chr16,18284550,18284637,88,-,,NR_128565,TSS7585,miRNA,Mir3618| mmu-mir-3618,"predicted gene, 24572"
Tango2,27883,chr16,18300825,18343932,1514,-,P10412,NM_138583,TSS8359,protein_coding,D16H22S680E| T10,transport and golgi organization 2
Arvcf,11877,chr16,18348182,18407074,5040,+,P21370,NM_001272029,TSS13596,protein_coding,.,armadillo repeat gene deleted in velo-cardio-facial syndrome
Comt,12846,chr16,18406882,18426716,2400,-,P23788,NM_001111062,TSS7685,protein_coding,Comt1| D16Wsu103e| D330014B15Rik,catechol-O-methyltransferase
Txnrd2,26462,chr16,18426417,18479073,1905,+,P8056,NM_013711,TSS26859,protein_coding,AA118373| ESTM573010| TGR| Tr3| Trxr2| Trxrd2,thioredoxin reductase 2
Gnb1l,13972,chr16,18498713,18566680,4261,+,P24548,NM_001081682,TSS2558,protein_coding,ESTM55| Gm16314| Me49f07| OTTMUSG00000033458| Wdr14| Wdvcf,"guanine nucleotide binding protein (G protein), beta polypeptide 1-like"
Tbx1,21380,chr16,18581704,18590671,2288,-,P23174,NM_001285476,TSS18162,protein_coding,.,T-box 1
Gp1bb,14724,chr16,18620319,18622403,1847,-,P19768,NM_010327,TSS17480,protein_coding,.,"glycoprotein Ib, beta polypeptide"
5.Sep,18951,chr16,18621811,18629938,2127,-,P20885,NM_213614,TSS24869,protein_coding,Cdcrel-1| Cdcrel1| Pnutl1,septin 5
Cldn5,12741,chr16,18776847,18778262,1416,+,P20104,NM_013805,TSS7553,protein_coding,AI854493| MBEC1| Tmvcf,claudin 5
Cdc45,12544,chr16,18780447,18811972,2073,-,P13989,NM_009862,TSS22586,protein_coding,Cdc45l,cell division cycle 45
Ufd1l,22230,chr16,18812294,18835261,1970,+,P11568,NM_011672,TSS1987,protein_coding,Ufd1,ubiquitin fusion degradation 1 like
2510002D24Rik,72307,chr16,18836580,18840113,1232,+,P5541,NM_001033164,TSS15071,protein_coding,2410043I01Rik| AA163535| AA409624| DXMgi27,RIKEN cDNA 2510002D24 gene
Mrpl40,18100,chr16,18872018,18876637,1055,-,P20475,NM_010922,TSS3830,protein_coding,Nlvcf,mitochondrial ribosomal protein L40
Hira,15260,chr16,18876750,18970308,4533,+,P4066,NM_010435,TSS8610,protein_coding,AA138857| D16Ertd95e| Gm15797| N28177| OTTMUSG00000026264| Tuple1,histone cell cycle regulator
Olfr164,258443,chr16,19285794,19286741,948,-,P3474,NM_146451,TSS14470,protein_coding,MOR279-2,olfactory receptor 164
Olfr165,258458,chr16,19407076,19408017,942,-,P7649,NM_146466,TSS7250,protein_coding,MOR279-1,olfactory receptor 165
Olfr166,259071,chr16,19486840,19487778,939,+,P6331,NM_147068,TSS26070,protein_coding,MOR270-1,olfactory receptor 166
Olfr167,258937,chr16,19514696,19515634,939,-,P1228,NM_146935,TSS1903,protein_coding,MOR272-1,olfactory receptor 167
Olfr168,258354,chr16,19529980,19530918,939,-,P15062,NM_146357,TSS25755,protein_coding,MOR271-1,olfactory receptor 168
Olfr169,258158,chr16,19565940,19566881,942,-,P7715,NM_001011855,TSS14462,protein_coding,MOR273-3P,olfactory receptor 169
Olfr170,258959,chr16,19605725,19606666,942,-,P9137,NM_146957,TSS18819,protein_coding,MOR273-2,olfactory receptor 170
Olfr171,258960,chr16,19624157,19625101,945,-,P8177,NM_146958,TSS9335,protein_coding,MOR273-1| MOR273-5,olfactory receptor 171
Lamp3,239739,chr16,19653381,19706365,3343,-,P14284,NM_177356,TSS22943,protein_coding,1200002D17Rik| Cd208| DC-LAMP| DCLAMP| LAMP| TSC403,lysosomal-associated membrane protein 3
B3gnt5,108105,chr16,19760234,19772753,4872,+,P19867,NM_054052,TSS6906,protein_coding,beta3GnT5,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5"
A930003A15Rik,68162,chr16,19876568,19884274,1019,-,,NR_027896,TSS24385,lncRNA,AI853191,RIKEN cDNA A930003A15 gene
Klhl6,239743,chr16,19946492,19983049,2405,-,P19737,NM_183390,TSS21098,protein_coding,.,kelch-like 6
Klhl24,75785,chr16,20097554,20127744,6683,+,P5478,NM_029436,TSS1150,protein_coding,1110046J11Rik| 4930429H24Rik| 6530402O20Rik| C85082,kelch-like 24
Yeats2,208146,chr16,20141063,20232573,6116,+,P8861,NM_001145931,TSS25345,protein_coding,BC042768| mKIAA1197,YEATS domain containing 2
Map6d1,208158,chr16,20233309,20241358,3274,-,P23812,NM_198599,TSS5895,protein_coding,A330066I15Rik,MAP6 domain containing 1
Parl,381038,chr16,20279821,20302362,1322,-,P10411,NM_001005767,TSS5316,protein_coding,D16Ertd607e| PRO2207| Psarl| PSARL1| PSENIP2,"presenilin associated, rhomboid-like"
Cyp2ab1,224044,chr16,20308387,20325404,2735,-,P20403,NM_183158,TSS6636,protein_coding,EG224044| F730023N20,"cytochrome P450, family 2, subfamily ab, polypeptide 1"
Abcc5,27416,chr16,20331304,20426394,6196,-,P14000,NM_013790,TSS7665,protein_coding,2900011L11Rik| Abcc5a| Abcc5b| AI132311| Mrp5,"ATP-binding cassette, sub-family C (CFTR /MRP), member 5"
Eif2b5,224045,chr16,20498817,20509325,2556,+,P3459,NM_172265,TSS18196,protein_coding,C81315,"eukaryotic translation initiation factor 2B, subunit 5 epsilon"
Dvl3,13544,chr16,20517064,20532187,2953,+,P8913,NM_007889,TSS5891,protein_coding,.,dishevelled segment polarity protein 3
Ap2m1,11773,chr16,20535480,20544909,3069,+,P24743,NM_001302970,TSS23380,protein_coding,.,"adaptor-related protein complex 2, mu 1 subunit"
Gm15760,100042948,chr16,20545112,20548556,3445,-,,NR_030670,TSS9033,misc_RNA,ENSMUSG00000075326| OTTMUSG00000026040,predicted gene 15760
Abcf3,27406,chr16,20548603,20561603,3288,+,P13625,NM_013852,TSS285,protein_coding,AI326318| AU016058| BB119416,"ATP-binding cassette, sub-family F (GCN20), member 3"
Vwa5b2,328643,chr16,20589582,20605377,4527,+,P19341,NM_182636,TSS6071,protein_coding,BB182430| EG328644| Gm1738| Gm931,von Willebrand factor A domain containing 5B2
Alg3,208624,chr16,20605458,20610749,1425,-,P12801,NM_145939,TSS67,protein_coding,D16Ertd36e| not,"asparagine-linked glycosylation 3 (alpha-1,3-mannosyltransferase)"
Ece2,107522,chr16,20611601,20645915,4113,+,P1347,NM_025462,TSS11088,protein_coding,1810009K13Rik| 6330509A19Rik| 9630025D12Rik| BB127715| Ece-2,endothelin converting enzyme 2
Camk2n2,73047,chr16,20619215,20621278,1282,-,P21223,NM_028420,TSS14379,protein_coding,2900075A18Rik,calcium /calmodulin-dependent protein kinase II inhibitor 2
Psmd2,21762,chr16,20651652,20663414,3110,+,P23017,NM_134101,TSS22624,protein_coding,9430095H01Rik| AA407121| TEG-190| Tex190,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 2"
Eif4g1,208643,chr16,20672727,20692883,5384,+,P8820,NM_001304432,TSS17311,protein_coding,E030015G23Rik| eIF-4-gamma 1| eIF-4G 1| eIF-4G1| eIF4GI,"eukaryotic translation initiation factor 4, gamma 1"
Snord66,100217430,chr16,20684256,20684313,58,+,,NR_028530,TSS13550,snoRNA,MBII-142| snoRNA142,"small nucleolar RNA, C /D box 66"
Fam131a,78408,chr16,20695057,20703036,2271,+,P21657,NM_133778,TSS22997,protein_coding,2900046G09Rik,"family with sequence similarity 131, member A"
Clcn2,12724,chr16,20702966,20716636,3645,-,P22402,NM_009900,TSS22857,protein_coding,AL118368| ClC-2| Clc2| nmf240,"chloride channel, voltage-sensitive 2"
