Entry	Base_Accession	Protein_Family	Index_in_full_fasta	Gene_Name
Q12852	Q12852	Protein kinase superfamily, STE Ser/Thr protein kinase family, MAP kinase kinase kinase subfamily	6497	MAP3K12
Q12857	Q12857	CTF/NF-I family	6498	NFIA
Q12860	Q12860	Immunoglobulin superfamily, Contactin family	6499	CNTN1
Q12864	Q12864	Not available	6500	CDH17
Q12866	Q12866	Protein kinase superfamily, Tyr protein kinase family, AXL/UFO subfamily	6501	MERTK
Q12870	Q12870	Not available	6502	TCF15
Q12872	Q12872	Not available	6503	SFSWAP
Q12873	Q12873	SNF2/RAD54 helicase family	6504	CHD3
Q12874	Q12874	SF3A3 family	6505	SF3A3
Q12879	Q12879	Glutamate-gated ion channel (TC 1.A.10.1) family, NR2A/GRIN2A subfamily	6506	GRIN2A
Q12882	Q12882	Dihydropyrimidine dehydrogenase family	6507	DPYD
Q12884	Q12884	Peptidase S9B family	6508	FAP
Q12887	Q12887	UbiA prenyltransferase family	6509	COX10
Q12888	Q12888	Not available	6510	TP53BP1
Q12889	Q12889	Glycosyl hydrolase 18 family	6511	OVGP1
Q12891	Q12891	Glycosyl hydrolase 56 family	6512	HYAL2
Q12893	Q12893	TMEM115 family	6513	TMEM115
Q12894	Q12894	IFRD family	6514	IFRD2
Q12899	Q12899	TRIM/RBCC family	6515	TRIM26
Q12901	Q12901	Krueppel C2H2-type zinc-finger protein family	6516	ZNF155
Q12904	Q12904	Not available	6517	AIMP1
Q12905	Q12905	Not available	6518	ILF2
Q12906	Q12906	Not available	6519	ILF3
Q12907	Q12907	Not available	6520	LMAN2
Q12908	Q12908	Bile acid:sodium symporter (BASS) (TC 2.A.28) family	6521	SLC10A2
Q12912	Q12912	IRAG2 family	6522	IRAG2
Q12913	Q12913	Protein-tyrosine phosphatase family, Receptor class 3 subfamily	6523	PTPRJ
Q12918	Q12918	Not available	6524	KLRB1
Q12923	Q12923	Protein-tyrosine phosphatase family, Non-receptor class subfamily	6525	PTPN13
Q12926	Q12926	RRM elav family	6526	ELAVL2
Q12929	Q12929	EPS8 family	6527	EPS8
Q12931	Q12931	Heat shock protein 90 family	6528	TRAP1
Q12933	Q12933	TNF receptor-associated factor family, A subfamily	6529	TRAF2
Q12934	Q12934	Intermediate filament family	6530	BFSP1
Q12946	Q12946	Not available	6531	FOXF1
Q12947	Q12947	Not available	6532	FOXF2
Q12948	Q12948	Not available	6533	FOXC1
Q12950	Q12950	Not available	6534	FOXD4
Q12951	Q12951	Not available	6535	FOXI1
Q12951-2	Q12951	Not available	6536	FOXI1
Q12952	Q12952	Not available	6537	FOXL1
Q12955	Q12955	Not available	6538	ANK3
Q12959	Q12959	MAGUK family	6539	DLG1
Q12962	Q12962	TAF10 family	6540	TAF10
Q12965	Q12965	TRAFAC class myosin-kinesin ATPase superfamily, Myosin family	6541	MYO1E
Q12967	Q12967	Not available	6542	RALGDS
Q12968	Q12968	Not available	6543	NFATC3
Q12972	Q12972	Not available	6544	PPP1R8
Q12974	Q12974	Protein-tyrosine phosphatase family	6545	PTP4A2
Q12979	Q12979	Not available	6546	ABR
Q12980	Q12980	NPR3 family	6547	NPRL3
Q12981	Q12981	SEC20 family	6548	BNIP1
Q12982	Q12982	Not available	6549	BNIP2
Q12983	Q12983	NIP3 family	6550	BNIP3
Q12986	Q12986	NFX1 family	6551	NFX1
Q12996	Q12996	Not available	6552	CSTF3
Q13002	Q13002	Glutamate-gated ion channel (TC 1.A.10.1) family, GRIK2 subfamily	6553	GRIK2
Q13003	Q13003	Glutamate-gated ion channel (TC 1.A.10.1) family, GRIK3 subfamily	6554	GRIK3
Q13007	Q13007	IL-10 family	6555	IL24
Q13009	Q13009	TIAM family	6556	TIAM1
Q13011	Q13011	Enoyl-CoA hydratase/isomerase family	6557	ECH1
Q13015	Q13015	MLLT11 family	6558	MLLT11
Q13017	Q13017	Not available	6559	ARHGAP5
Q13018	Q13018	Not available	6560	PLA2R1
Q13021	Q13021	MAL family	6561	MALL
Q13023	Q13023	Not available	6562	AKAP6
Q13029	Q13029	Class V-like SAM-binding methyltransferase superfamily	6563	PRDM2
Q13033	Q13033	WD repeat striatin family	6564	STRN3
Q13042	Q13042	APC6/CDC16 family	6565	CDC16
Q13043	Q13043	Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily	6566	STK4
Q13045	Q13045	Not available	6567	FLII
Q13049	Q13049	TRIM/RBCC family	6568	TRIM32
Q13057	Q13057	Eukaryotic CoaD family	6569	COASY
Q13061	Q13061	Not available	6570	TRDN
Q13064	Q13064	Not available	6571	MKRN3
Q13075	Q13075	Not available	6572	NAIP
Q13077	Q13077	Not available	6573	TRAF1
Q13084	Q13084	Bacterial ribosomal protein bL28 family	6574	MRPL28
Q13085	Q13085	Not available	6575	ACACA
Q13087	Q13087	Protein disulfide isomerase family	6576	PDIA2
Q13093	Q13093	AB hydrolase superfamily, Lipase family	6577	PLA2G7
Q13094	Q13094	Not available	6578	LCP2
Q13098	Q13098	CSN1 family	6579	GPS1
Q13099	Q13099	Not available	6580	IFT88
Q13105	Q13105	Krueppel C2H2-type zinc-finger protein family	6581	ZBTB17
Q13107	Q13107	Peptidase C19 family, USP4 subfamily	6582	USP4
Q13111	Q13111	CHAF1A family	6583	CHAF1A
Q13112	Q13112	WD repeat HIR1 family	6584	CHAF1B
Q13113	Q13113	PDZK1-interacting protein 1/SMIM24 family	6585	PDZK1IP1
Q13114	Q13114	TNF receptor-associated factor family, A subfamily	6586	TRAF3
Q13115	Q13115	Protein-tyrosine phosphatase family, Non-receptor class dual specificity subfamily	6587	DUSP4
Q13117	Q13117	RRM DAZ family	6588	DAZ2
Q13118	Q13118	Sp1 C2H2-type zinc-finger protein family	6589	KLF10
Q13123	Q13123	RED family	6590	IK
Q13126	Q13126	PNP/MTAP phosphorylase family, MTAP subfamily	6591	MTAP
Q13127	Q13127	Not available	6592	REST
Q13129	Q13129	Krueppel C2H2-type zinc-finger protein family	6593	RLF
Q13131	Q13131	Protein kinase superfamily, CAMK Ser/Thr protein kinase family, SNF1 subfamily	6594	PRKAA1
Q13133	Q13133	Nuclear hormone receptor family, NR1 subfamily	6595	NR1H3
Q13136	Q13136	Liprin family, Liprin-alpha subfamily	6596	PPFIA1
Q13137	Q13137	CALCOCO family	6597	CALCOCO2
Q13144	Q13144	EIF-2B gamma/epsilon subunits family	6598	EIF2B5
Q13145	Q13145	BAMBI family	6599	BAMBI
Q13148	Q13148	Not available	6600	TARDBP
Q13151	Q13151	Not available	6601	HNRNPA0
Q13153	Q13153	Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily	6602	PAK1
Q13155	Q13155	Not available	6603	AIMP2
Q13156	Q13156	Replication factor A protein 2 family	6604	RPA4
Q13158	Q13158	Not available	6605	FADD
Q13162	Q13162	Peroxiredoxin family, AhpC/Prx1 subfamily	6606	PRDX4
Q13163	Q13163	Protein kinase superfamily, STE Ser/Thr protein kinase family, MAP kinase kinase subfamily	6607	MAP2K5
Q13164	Q13164	Protein kinase superfamily, CMGC Ser/Thr protein kinase family, MAP kinase subfamily	6608	MAPK7
Q13177	Q13177	Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily	6609	PAK2
Q13183	Q13183	SLC13A/DASS transporter (TC 2.A.47) family, NADC subfamily	6610	SLC13A2
Q13185	Q13185	Not available	6611	CBX3
Q13188	Q13188	Protein kinase superfamily, STE Ser/Thr protein kinase family, STE20 subfamily	6612	STK3
Q13190	Q13190	Syntaxin family	6613	STX5
Q13191	Q13191	Not available	6614	CBLB
Q13200	Q13200	Proteasome subunit S2 family	6615	PSMD2
Q13201	Q13201	Not available	6616	MMRN1
Q13202	Q13202	Protein-tyrosine phosphatase family, Non-receptor class dual specificity subfamily	6617	DUSP8
Q13206	Q13206	DEAD box helicase family, DDX10/DBP4 subfamily	6618	DDX10
Q13207	Q13207	Not available	6619	TBX2
Q13214	Q13214	Semaphorin family	6620	SEMA3B
Q13216	Q13216	Not available	6621	ERCC8
Q13217	Q13217	Not available	6622	DNAJC3
Q13219	Q13219	Peptidase M43B family	6623	PAPPA
Q13224	Q13224	Glutamate-gated ion channel (TC 1.A.10.1) family, NR2B/GRIN2B subfamily	6624	GRIN2B
Q13227	Q13227	Not available	6625	GPS2
Q13228	Q13228	Selenium-binding protein family	6626	SELENBP1
Q13231	Q13231	Glycosyl hydrolase 18 family, Chitinase class II subfamily	6627	CHIT1
Q13232	Q13232	NDK family	6628	NME3
Q13233	Q13233	Protein kinase superfamily, STE Ser/Thr protein kinase family, MAP kinase kinase kinase subfamily	6629	MAP3K1
Q13237	Q13237	Protein kinase superfamily, AGC Ser/Thr protein kinase family, cGMP subfamily	6630	PRKG2
Q13239	Q13239	Not available	6631	SLA
Q13241	Q13241	Not available	6632	KLRD1
Q13242	Q13242	Splicing factor SR family	6633	SRSF9
Q13243	Q13243	Splicing factor SR family	6634	SRSF5
Q13247	Q13247	Splicing factor SR family	6635	SRSF6
Q13253	Q13253	Noggin family	6636	NOG
Q13255	Q13255	G protein-coupled receptor 3 family	6637	GRM1
Q13257	Q13257	MAD2 family	6638	MAD2L1
Q13258	Q13258	G protein-coupled receptor 1 family	6639	PTGDR
Q13261	Q13261	Not available	6640	IL15RA
Q13263	Q13263	TRIM/RBCC family	6641	TRIM28
Q13268	Q13268	Short-chain dehydrogenases/reductases (SDR) family	6642	DHRS2
Q13275	Q13275	Semaphorin family	6643	SEMA3F
Q13277	Q13277	Syntaxin family	6644	STX3
Q13283	Q13283	Not available	6645	G3BP1
Q13285	Q13285	Nuclear hormone receptor family, NR5 subfamily	6646	NR5A1
Q13286	Q13286	Battenin family	6647	CLN3
Q13287	Q13287	NMI family	6648	NMI
Q13291	Q13291	Not available	6649	SLAMF1
Q13303	Q13303	Shaker potassium channel beta subunit family	6650	KCNAB2
Q13308	Q13308	Protein kinase superfamily, Tyr protein kinase family, Insulin receptor subfamily	6651	PTK7
Q13309	Q13309	Not available	6652	SKP2
Q13310	Q13310	Polyadenylate-binding protein type-1 family	6653	PABPC4
Q13315	Q13315	PI3/PI4-kinase family, ATM subfamily	6654	ATM
Q13316	Q13316	Not available	6655	DMP1
Q13319	Q13319	Cyclin-dependent kinase 5 activator family	6656	CDK5R2
Q13322	Q13322	GRB7/10/14 family	6657	GRB10
Q13322-4	Q13322	GRB7/10/14 family	6658	GRB10
Q13323	Q13323	Not available	6659	BIK
Q13324	Q13324	G protein-coupled receptor 2 family	6660	CRHR2
Q13325	Q13325	IFIT family	6661	IFIT5
Q13326	Q13326	Sarcoglycan beta/delta/gamma/zeta family	6662	SGCG
Q13330	Q13330	Metastasis-associated protein family	6663	MTA1
Q13332	Q13332	Protein-tyrosine phosphatase family, Receptor class 2A subfamily	6664	PTPRS
Q13336	Q13336	Urea transporter family	6665	SLC14A1
Q13342	Q13342	Not available	6666	SP140
Q13347	Q13347	EIF-3 subunit I family	6667	EIF3I
Q13349	Q13349	Integrin alpha chain family	6668	ITGAD
Q13351	Q13351	Krueppel C2H2-type zinc-finger protein family	6669	KLF1
Q13352	Q13352	Not available	6670	ITGB3BP
Q13356	Q13356	Cyclophilin-type PPIase family, PPIL2 subfamily	6671	PPIL2
Q13360	Q13360	Krueppel C2H2-type zinc-finger protein family	6672	ZNF177
Q13361	Q13361	MFAP family	6673	MFAP5
Q13362	Q13362	Phosphatase 2A regulatory subunit B56 family	6674	PPP2R5C
Q13363	Q13363	D-isomer specific 2-hydroxyacid dehydrogenase family	6675	CTBP1
Q13363-2	Q13363	D-isomer specific 2-hydroxyacid dehydrogenase family	6676	CTBP1
Q13367	Q13367	Adaptor complexes large subunit family	6677	AP3B2
Q13368	Q13368	MAGUK family	6678	MPP3
Q13370	Q13370	Cyclic nucleotide phosphodiesterase family, PDE3 subfamily	6679	PDE3B
Q13371	Q13371	Phosducin family	6680	PDCL
Q13387	Q13387	JIP scaffold family	6681	MAPK8IP2
Q13393	Q13393	Phospholipase D family	6682	PLD1
Q13394	Q13394	Mab-21 family	6683	MAB21L1
Q13395	Q13395	Class IV-like SAM-binding methyltransferase superfamily, RNA methyltransferase TrmH family	6684	TARBP1
Q13398	Q13398	Krueppel C2H2-type zinc-finger protein family	6685	ZNF211
Q13402	Q13402	TRAFAC class myosin-kinesin ATPase superfamily, Myosin family	6686	MYO7A
Q13404	Q13404	Ubiquitin-conjugating enzyme family	6687	UBE2V1
Q13405	Q13405	Mitochondrion-specific ribosomal protein mL49 family	6688	MRPL49
Q13409	Q13409	Dynein intermediate chain family	6689	DYNC1I2
Q13410	Q13410	Immunoglobulin superfamily, BTN/MOG family	6690	BTN1A1
Q13415	Q13415	ORC1 family	6691	ORC1
Q13416	Q13416	ORC2 family	6692	ORC2
Q13418	Q13418	Protein kinase superfamily, TKL Ser/Thr protein kinase family	6693	ILK
Q13421	Q13421	Mesothelin family	6694	MSLN
Q13422	Q13422	Ikaros C2H2-type zinc-finger protein family	6695	IKZF1
Q13422-7	Q13422	Ikaros C2H2-type zinc-finger protein family	6696	IKZF1
Q13423	Q13423	AlaDH/PNT family; PNT beta subunit family	6697	NNT
Q13424	Q13424	Syntrophin family	6698	SNTA1
Q13425	Q13425	Syntrophin family	6699	SNTB2
Q13426	Q13426	XRCC4-XLF family, XRCC4 subfamily	6700	XRCC4
Q13427	Q13427	Not available	6701	PPIG
Q13428	Q13428	Not available	6702	TCOF1
Q13432	Q13432	PDE6D/unc-119 family	6703	UNC119
Q13433	Q13433	ZIP transporter (TC 2.A.5) family	6704	SLC39A6
Q13435	Q13435	Not available	6705	SF3B2
Q13438	Q13438	OS-9 family	6706	OS9
Q13439	Q13439	Not available	6707	GOLGA4
Q13443	Q13443	Not available	6708	ADAM9
Q13444	Q13444	Not available	6709	ADAM15
Q13445	Q13445	EMP24/GP25L family	6710	TMED1
Q13449	Q13449	Immunoglobulin superfamily, IgLON family	6711	LSAMP
Q13451	Q13451	Not available	6712	FKBP5
Q13454	Q13454	OST3/OST6 family	6713	TUSC3
Q13459	Q13459	TRAFAC class myosin-kinesin ATPase superfamily, Myosin family	6714	MYO9B
Q13461	Q13461	Not available	6715	FOXE3
Q13464	Q13464	Protein kinase superfamily, AGC Ser/Thr protein kinase family	6716	ROCK1
Q13467	Q13467	G protein-coupled receptor Fz/Smo family	6717	FZD5
Q13469	Q13469	Not available	6718	NFATC2
Q13470	Q13470	Protein kinase superfamily, Tyr protein kinase family	6719	TNK1
Q13472	Q13472	Type IA topoisomerase family	6720	TOP3A
Q13477	Q13477	Not available	6721	MADCAM1
Q13478	Q13478	Interleukin-1 receptor family	6722	IL18R1
Q13480	Q13480	GAB family	6723	GAB1
Q13485	Q13485	Dwarfin/SMAD family	6724	SMAD4
Q13487	Q13487	Not available	6725	SNAPC2
Q13488	Q13488	V-ATPase 116 kDa subunit family	6726	TCIRG1
Q13489	Q13489	IAP family	6727	BIRC3
Q13490	Q13490	IAP family	6728	BIRC2
Q13491	Q13491	Myelin proteolipid protein family	6729	GPM6B
Q13492	Q13492	PICALM/SNAP91 family	6730	PICALM
Q13495	Q13495	Mastermind family	6731	MAMLD1
Q13496	Q13496	Protein-tyrosine phosphatase family, Non-receptor class myotubularin subfamily	6732	MTM1
Q13501	Q13501	Not available	6733	SQSTM1
Q13503	Q13503	Mediator complex subunit 21 family	6734	MED21
Q13505	Q13505	Metaxin family	6735	MTX1
Q13507	Q13507	Transient receptor (TC 1.A.4) family, STrpC subfamily, TRPC3 sub-subfamily	6736	TRPC3
Q13508	Q13508	Arg-specific ADP-ribosyltransferase family	6737	ART3
Q13509	Q13509	Tubulin family	6738	TUBB3
Q13510	Q13510	Acid ceramidase family	6739	ASAH1
Q13515	Q13515	Intermediate filament family	6740	BFSP2
Q13516	Q13516	Not available	6741	OLIG2
Q13519	Q13519	Opioid neuropeptide precursor family	6742	PNOC
Q13520	Q13520	MIP/aquaporin (TC 1.A.8) family	6743	AQP6
Q13522	Q13522	Protein phosphatase inhibitor 1 family	6744	PPP1R1A
Q13523	Q13523	Protein kinase superfamily, CMGC Ser/Thr protein kinase family	6745	PRP4K
Q13526	Q13526	Not available	6746	PIN1
Q13530	Q13530	TDE1 family	6747	SERINC3
Q13535	Q13535	PI3/PI4-kinase family, ATM subfamily	6748	ATR
Q13541	Q13541	EIF4E-binding protein family	6749	EIF4EBP1
Q13542	Q13542	EIF4E-binding protein family	6750	EIF4EBP2
Q13546	Q13546	Protein kinase superfamily, TKL Ser/Thr protein kinase family	6751	RIPK1
Q13547	Q13547	Histone deacetylase family, HD type 1 subfamily	6752	HDAC1
Q13554	Q13554	Protein kinase superfamily, CAMK Ser/Thr protein kinase family, CaMK subfamily	6753	CAMK2B
Q13554-3	Q13554	Protein kinase superfamily, CAMK Ser/Thr protein kinase family, CaMK subfamily	6754	CAMK2B
Q13555	Q13555	Protein kinase superfamily, CAMK Ser/Thr protein kinase family, CaMK subfamily	6755	CAMK2G
Q13555-5	Q13555	Protein kinase superfamily, CAMK Ser/Thr protein kinase family, CaMK subfamily	6756	CAMK2G
Q13557	Q13557	Protein kinase superfamily, CAMK Ser/Thr protein kinase family, CaMK subfamily	6757	CAMK2D
Q13561	Q13561	Dynactin subunit 2 family	6758	DCTN2
Q13562	Q13562	Not available	6759	NEUROD1
Q13563	Q13563	Polycystin family	6760	PKD2
Q13564	Q13564	Ubiquitin-activating E1 family, ULA1 subfamily	6761	NAE1
Q13568	Q13568	IRF family	6762	IRF5
Q13569	Q13569	Uracil-DNA glycosylase (UDG) superfamily, TDG/mug family	6763	TDG
Q13571	Q13571	LAPTM4/LAPTM5 transporter family	6764	LAPTM5
Q13572	Q13572	ITPK1 family	6765	ITPK1
Q13573	Q13573	SNW family	6766	SNW1
Q13574	Q13574	Eukaryotic diacylglycerol kinase family	6767	DGKZ
Q13576	Q13576	Not available	6768	IQGAP2
Q13585	Q13585	G protein-coupled receptor 1 family	6769	GPR50
Q13586	Q13586	Not available	6770	STIM1
Q13588	Q13588	GRB2/sem-5/DRK family	6771	GRAP
Q13591	Q13591	Semaphorin family	6772	SEMA5A
Q13595	Q13595	Splicing factor SR family	6773	TRA2A
Q13596	Q13596	Sorting nexin family	6774	SNX1
Q13601	Q13601	KRR1 family	6775	KRR1
Q13608	Q13608	AAA ATPase family	6776	PEX6
Q13609	Q13609	DNase I family	6777	DNASE1L3
Q13610	Q13610	WD repeat PWP1 family	6778	PWP1
Q13613	Q13613	Protein-tyrosine phosphatase family, Non-receptor class myotubularin subfamily	6779	MTMR1
Q13614	Q13614	Protein-tyrosine phosphatase family, Non-receptor class myotubularin subfamily	6780	MTMR2
Q13615	Q13615	Protein-tyrosine phosphatase family, Non-receptor class myotubularin subfamily	6781	MTMR3
Q13616	Q13616	Cullin family	6782	CUL1
Q13617	Q13617	Cullin family	6783	CUL2
Q13618	Q13618	Cullin family	6784	CUL3
Q13619	Q13619	Cullin family	6785	CUL4A
Q13620	Q13620	Cullin family	6786	CUL4B
Q13621	Q13621	SLC12A transporter family	6787	SLC12A1
Q13625	Q13625	ASPP family	6788	TP53BP2
Q13625-3	Q13625	ASPP family	6789	TP53BP2
Q13627	Q13627	Protein kinase superfamily, CMGC Ser/Thr protein kinase family, MNB/DYRK subfamily	6790	DYRK1A
Q13630	Q13630	NAD(P)-dependent epimerase/dehydratase family, Fucose synthase subfamily	6791	GFUS
Q13634	Q13634	Not available	6792	CDH18
Q13635	Q13635	Patched family	6793	PTCH1
Q13636	Q13636	Small GTPase superfamily, Rab family	6794	RAB31
Q13637	Q13637	Small GTPase superfamily, Rab family	6795	RAB32
Q13639	Q13639	G protein-coupled receptor 1 family	6796	HTR4
Q13641	Q13641	Not available	6797	TPBG
Q13642	Q13642	Not available	6798	FHL1
Q13643	Q13643	Not available	6799	FHL3
Q13651	Q13651	Type II cytokine receptor family	6800	IL10RA
Q13671	Q13671	RIN (Ras interaction/interference) family	6801	RIN1
Q13683	Q13683	Integrin alpha chain family	6802	ITGA7
Q13685	Q13685	Not available	6803	AAMP
Q13686	Q13686	AlkB family	6804	ALKBH1
Q13698	Q13698	Calcium channel alpha-1 subunit (TC 1.A.1.11) family, CACNA1S subfamily	6805	CACNA1S
Q13702	Q13702	RAPsyn family	6806	RAPSN
Q13705	Q13705	Protein kinase superfamily, TKL Ser/Thr protein kinase family, TGFB receptor subfamily	6807	ACVR2B
Q13724	Q13724	Glycosyl hydrolase 63 family	6808	MOGS
Q13733	Q13733	Cation transport ATPase (P-type) (TC 3.A.3) family, Type IIC subfamily	6809	ATP1A4
Q13740	Q13740	Not available	6810	ALCAM
Q13751	Q13751	Not available	6811	LAMB3
Q13753	Q13753	Not available	6812	LAMC2
Q13761	Q13761	Not available	6813	RUNX3
Q13765	Q13765	NAC-alpha family	6814	NACA
Q13769	Q13769	THOC5 family	6815	THOC5
Q13772	Q13772	Not available	6816	NCOA4
Q13790	Q13790	Apolipoprotein F family	6817	APOF
Q13794	Q13794	PMAIP1 family	6818	PMAIP1
Q13795	Q13795	Small GTPase superfamily, Arf family	6819	ARFRP1
Q13796	Q13796	Shroom family	6820	SHROOM2
Q13797	Q13797	Integrin alpha chain family	6821	ITGA9
Q13813	Q13813	Spectrin family	6822	SPTAN1
Q13822	Q13822	Nucleotide pyrophosphatase/phosphodiesterase family	6823	ENPP2
Q13823	Q13823	TRAFAC class YlqF/YawG GTPase family, NOG2 subfamily	6824	GNL2
Q13825	Q13825	Enoyl-CoA hydratase/isomerase family	6825	AUH
Q13829	Q13829	BACURD family	6826	TNFAIP1
Q13835	Q13835	Beta-catenin family	6827	PKP1
Q13838	Q13838	DEAD box helicase family, DECD subfamily	6828	DDX39B
Q13867	Q13867	Peptidase C1 family	6829	BLMH
Q13868	Q13868	RRP4 family	6830	EXOSC2
Q13873	Q13873	Protein kinase superfamily, TKL Ser/Thr protein kinase family, TGFB receptor subfamily	6831	BMPR2
Q13875	Q13875	Not available	6832	MOBP
Q13882	Q13882	Protein kinase superfamily, Tyr protein kinase family, BRK/PTK6/SIK subfamily	6833	PTK6
Q13884	Q13884	Syntrophin family	6834	SNTB1
Q13885	Q13885	Tubulin family	6835	TUBB2A
Q13886	Q13886	Sp1 C2H2-type zinc-finger protein family	6836	KLF9
Q13887	Q13887	Krueppel C2H2-type zinc-finger protein family	6837	KLF5
Q13888	Q13888	GTF2H2 family	6838	GTF2H2
Q13889	Q13889	TFB4 family	6839	GTF2H3
Q13895	Q13895	Bystin family	6840	BYSL
Q13901	Q13901	C1D family	6841	C1D
Q13905	Q13905	Not available	6842	RAPGEF1
Q13907	Q13907	IPP isomerase type 1 family	6843	IDI1
Q13936	Q13936	Calcium channel alpha-1 subunit (TC 1.A.1.11) family, CACNA1C subfamily	6844	CACNA1C
Q13936-10	Q13936	Calcium channel alpha-1 subunit (TC 1.A.1.11) family, CACNA1C subfamily	6845	CACNA1C
Q13936-11	Q13936	Calcium channel alpha-1 subunit (TC 1.A.1.11) family, CACNA1C subfamily	6846	CACNA1C
Q13936-12	Q13936	Calcium channel alpha-1 subunit (TC 1.A.1.11) family, CACNA1C subfamily	6847	CACNA1C
Q13936-13	Q13936	Calcium channel alpha-1 subunit (TC 1.A.1.11) family, CACNA1C subfamily	6848	CACNA1C
Q13936-14	Q13936	Calcium channel alpha-1 subunit (TC 1.A.1.11) family, CACNA1C subfamily	6849	CACNA1C
Q13936-15	Q13936	Calcium channel alpha-1 subunit (TC 1.A.1.11) family, CACNA1C subfamily	6850	CACNA1C
Q13936-16	Q13936	Calcium channel alpha-1 subunit (TC 1.A.1.11) family, CACNA1C subfamily	6851	CACNA1C
Q13936-17	Q13936	Calcium channel alpha-1 subunit (TC 1.A.1.11) family, CACNA1C subfamily	6852	CACNA1C
Q13936-18	Q13936	Calcium channel alpha-1 subunit (TC 1.A.1.11) family, CACNA1C subfamily	6853	CACNA1C
Q13936-19	Q13936	Calcium channel alpha-1 subunit (TC 1.A.1.11) family, CACNA1C subfamily	6854	CACNA1C
Q13936-2	Q13936	Calcium channel alpha-1 subunit (TC 1.A.1.11) family, CACNA1C subfamily	6855	CACNA1C
Q13936-20	Q13936	Calcium channel alpha-1 subunit (TC 1.A.1.11) family, CACNA1C subfamily	6856	CACNA1C
Q13936-21	Q13936	Calcium channel alpha-1 subunit (TC 1.A.1.11) family, CACNA1C subfamily	6857	CACNA1C
Q13936-22	Q13936	Calcium channel alpha-1 subunit (TC 1.A.1.11) family, CACNA1C subfamily	6858	CACNA1C
Q13936-23	Q13936	Calcium channel alpha-1 subunit (TC 1.A.1.11) family, CACNA1C subfamily	6859	CACNA1C
Q13936-24	Q13936	Calcium channel alpha-1 subunit (TC 1.A.1.11) family, CACNA1C subfamily	6860	CACNA1C
Q13936-25	Q13936	Calcium channel alpha-1 subunit (TC 1.A.1.11) family, CACNA1C subfamily	6861	CACNA1C
Q13936-26	Q13936	Calcium channel alpha-1 subunit (TC 1.A.1.11) family, CACNA1C subfamily	6862	CACNA1C
Q13936-27	Q13936	Calcium channel alpha-1 subunit (TC 1.A.1.11) family, CACNA1C subfamily	6863	CACNA1C
Q13936-28	Q13936	Calcium channel alpha-1 subunit (TC 1.A.1.11) family, CACNA1C subfamily	6864	CACNA1C
Q13936-29	Q13936	Calcium channel alpha-1 subunit (TC 1.A.1.11) family, CACNA1C subfamily	6865	CACNA1C
Q13936-3	Q13936	Calcium channel alpha-1 subunit (TC 1.A.1.11) family, CACNA1C subfamily	6866	CACNA1C
Q13936-30	Q13936	Calcium channel alpha-1 subunit (TC 1.A.1.11) family, CACNA1C subfamily	6867	CACNA1C
