species,tissue_type,cancer_type,cell_type,cell_name,marker,Symbol,Genename
Human,Breast,Breast Cancer,Cancer cell,Cancer-associated fibroblast,PDGFRA,PDGFRA,platelet derived growth factor receptor alpha
Human,Breast,Breast Cancer,Cancer cell,T cell,CD3D,CD3D,CD3d molecule
Human,Breast,Breast Cancer,Cancer cell,Antigen presentation cancer-associated fibroblast,CD74,CD74,CD74 molecule
Human,Breast,Breast Cancer,Cancer cell,Myeloid cell,CD14,CD14,NADH:ubiquinone oxidoreductase subunit A2
Human,Breast,Breast Cancer,Cancer cell,Cancer-associated fibroblast,ACTA2,ACTA2,"actin alpha 2, smooth muscle"
Human,Breast,Breast Cancer,Cancer cell,Epithelial cell,EPCAM,EPCAM,epithelial cell adhesion molecule
Human,Breast,Breast Cancer,Cancer cell,Proliferative cell,MKI67,MKI67,marker of proliferation Ki-67
Human,Breast,Breast Cancer,Cancer cell,Cancer-associated fibroblast,PDPN,PDPN,podoplanin
Human,Breast,Breast Cancer,Cancer cell,Myeloid cell,PD-L1,CD274,CD274 molecule
Human,Breast,Breast Cancer,Cancer cell,Perivascular-like cell,ACTA2,ACTA2,"actin alpha 2, smooth muscle"
Human,Breast,Breast Cancer,Cancer cell,Stem cell,KLF4,KLF4,Kruppel like factor 4
Human,Breast,Breast Cancer,Cancer cell,Endothelial cell,CD34,CD34,Fc fragment of IgG receptor Ib
Human,Breast,Breast Cancer,Cancer cell,Cancer-associated fibroblast,COL1A1,COL1A1,collagen type I alpha 1 chain
Human,Breast,Breast Cancer,Cancer cell,Antigen presentation cancer-associated fibroblast,CLU,CLU,clusterin
Human,Breast,Breast Cancer,Cancer cell,Mesenchymal cell,PDGFRB,PDGFRB,platelet derived growth factor receptor beta
Human,Breast,Breast Cancer,Cancer cell,Myeloid cell,CD141,THBD,thrombomodulin
Human,Breast,Breast Cancer,Cancer cell,Fibroblast,PDGFRB,PDGFRB,platelet derived growth factor receptor beta
Human,Breast,Breast Cancer,Cancer cell,Endothelial cell,CD31,PECAM1,platelet and endothelial cell adhesion molecule 1
Human,Breast,Breast Cancer,Cancer cell,Stem cell,LEPR,LEPR,leptin receptor overlapping transcript
Human,Breast,Breast Cancer,Cancer cell,Stem cell,ALDH1A1,ALDH1A1,aldehyde dehydrogenase 1 family member A1
Human,Breast,Breast Cancer,Cancer cell,Cancer-associated fibroblast,PDGFRB,PDGFRB,platelet derived growth factor receptor beta
Human,Breast,Breast Cancer,Cancer cell,T cell,CD8,CD8A,CD8a molecule
Human,Breast,Breast Cancer,Cancer cell,T cell,ICOC,,
Human,Breast,Breast Cancer,Cancer cell,T cell,41BB,,
Human,Breast,Breast Cancer,Cancer cell,T cell,CD4,CD4,CD4 molecule
Human,Breast,Breast Cancer,Cancer cell,M2 macrophage,CD206,MRC1,mannose receptor C-type 1
Human,Breast,Breast Cancer,Cancer cell,Mesenchymal cell,fibronectin,,
Human,Breast,Breast Cancer,Cancer cell,Mesenchymal cell,vimentin,,
Human,Breast,Breast Cancer,Cancer cell,Mesenchymal cell,Twist1,,
Human,Breast,Breast Cancer,Cancer cell,Cancer stem cell,4.Oct,POU5F1,POU class 5 homeobox 1 pseudogene 3
Human,Breast,Breast Cancer,Cancer cell,Mesenchymal cell,N-cadherin,,
Human,Breast,Breast Cancer,Cancer cell,Cancer stem cell,BMI1,BMI1,COMMD3-BMI1 readthrough
Human,Breast,Breast Cancer,Cancer cell,M2 macrophage,CD163,CD163,CD163 molecule
Human,Breast,Breast Cancer,Cancer cell,Cancer stem cell,SOX2,SOX2,SRY-box transcription factor 2
Human,Breast,Breast Cancer,Cancer cell,Mesenchymal cell,ZEB1,ZEB1,zinc finger E-box binding homeobox 1
Human,Breast,Breast Cancer,Cancer cell,Cancer stem cell,EPCAM,EPCAM,epithelial cell adhesion molecule
Human,Breast,Breast Cancer,Cancer cell,Fibroblast,TAGLN,TAGLN,transgelin
Human,Breast,Breast Cancer,Cancer cell,Basal cell,CD24,CD24,CD24 molecule
Human,Breast,Breast Cancer,Cancer cell,Plasma cell,CD79A,CD79A,CD79a molecule
Human,Breast,Breast Cancer,Cancer cell,Cancer stem cell,PGR,PGR,progesterone receptor
Human,Breast,Breast Cancer,Cancer cell,Cancer stem cell,ALDH6A1,ALDH6A1,aldehyde dehydrogenase 6 family member A1
Human,Breast,Breast Cancer,Cancer cell,Macrophage,MSR1,MSR1,macrophage scavenger receptor 1
Human,Breast,Breast Cancer,Cancer cell,Naive CD4 T cell,CCR7,CCR7,C-C motif chemokine receptor 7
Human,Breast,Breast Cancer,Cancer cell,Myeloid dendritic cell,CCR7,CCR7,C-C motif chemokine receptor 7
Human,Breast,Breast Cancer,Cancer cell,Naive CD4 T cell,CD3G,CD3G,TCR gamma alternate reading frame protein
Human,Breast,Breast Cancer,Cancer cell,Regulatory T(Treg) cell,FOXP3,FOXP3,forkhead box P3
Human,Breast,Breast Cancer,Cancer cell,Effector CD8 T cell,NKG7,NKG7,natural killer cell granule protein 7
Human,Breast,Breast Cancer,Cancer cell,Natural killer cell,CD3G,CD3G,TCR gamma alternate reading frame protein
Human,Breast,Breast Cancer,Cancer cell,Endothelial cell,VWF,VWF,von Willebrand factor
Human,Breast,Breast Cancer,Cancer cell,Fibroblast,ACTA2,ACTA2,"actin alpha 2, smooth muscle"
Human,Breast,Breast Cancer,Cancer cell,Pericyte,MCAM,MCAM,melanoma cell adhesion molecule
Human,Breast,Breast Cancer,Cancer cell,Endothelial cell,PECAM1,PECAM1,platelet and endothelial cell adhesion molecule 1
Human,Breast,Breast Cancer,Cancer cell,B cell,MS4A1,MS4A1,membrane spanning 4-domains A1
Human,Breast,Breast Cancer,Cancer cell,Regulatory T(Treg) cell,IL2RA,IL2RA,interleukin 2 receptor subunit alpha
Human,Breast,Breast Cancer,Cancer cell,Pericyte,TAGLN,TAGLN,transgelin
Human,Breast,Breast Cancer,Cancer cell,Plasmacytoid dendritic cell(pDC),CLEC4C,CLEC4C,C-type lectin domain family 4 member C
Human,Breast,Breast Cancer,Cancer cell,Plasma cell,JCHAIN,JCHAIN,joining chain of multimeric IgA and IgM
Human,Breast,Breast Cancer,Cancer cell,Pericyte,DCN,DCN,decorin
Human,Breast,Breast Cancer,Cancer cell,Pericyte,COL1A2,COL1A2,collagen type I alpha 2 chain
Human,Breast,Breast Cancer,Cancer cell,Basal cell,ESR1,ESR1,estrogen receptor 1
Human,Breast,Breast Cancer,Cancer cell,Fibroblast,DCN,DCN,decorin
Human,Breast,Breast Cancer,Cancer cell,Mast cell,TPSD1,TPSD1,tryptase delta 1
Human,Breast,Breast Cancer,Cancer cell,Effector CD8 T cell,CD8A,CD8A,CD8a molecule
Human,Breast,Breast Cancer,Cancer cell,Regulatory T(Treg) cell,CD3G,CD3G,TCR gamma alternate reading frame protein
Human,Breast,Breast Cancer,Cancer cell,Natural killer cell,CCR7,CCR7,C-C motif chemokine receptor 7
Human,Breast,Breast Cancer,Cancer cell,Plasma cell,IGHG4,IGHG4,immunoglobulin heavy constant gamma 4 (G4m marker)
Human,Breast,Breast Cancer,Cancer cell,Fibroblast,COL1A2,COL1A2,collagen type I alpha 2 chain
Human,Breast,Breast Cancer,Cancer cell,Plasmacytoid dendritic cell(pDC),JCHAIN,JCHAIN,joining chain of multimeric IgA and IgM
Human,Breast,Breast Cancer,Cancer cell,Effector CD8 T cell,CCR7,CCR7,C-C motif chemokine receptor 7
Human,Breast,Breast Cancer,Cancer cell,Regulatory T(Treg) cell,CD3D,CD3D,CD3d molecule
Human,Breast,Breast Cancer,Cancer cell,Effector CD8 T cell,CD3D,CD3D,CD3d molecule
Human,Breast,Breast Cancer,Cancer cell,Effector CD8 T cell,CD3G,CD3G,TCR gamma alternate reading frame protein
Human,Breast,Breast Cancer,Cancer cell,Regulatory T(Treg) cell,KLRB1,KLRB1,killer cell lectin like receptor B1
Human,Breast,Breast Cancer,Cancer cell,Natural killer cell,NKG7,NKG7,natural killer cell granule protein 7
Human,Breast,Breast Cancer,Cancer cell,Mast cell,KIT,KIT,"KIT proto-oncogene, receptor tyrosine kinase"
Human,Breast,Breast Cancer,Cancer cell,Basal cell,KIT,KIT,"KIT proto-oncogene, receptor tyrosine kinase"
Human,Breast,Breast Cancer,Cancer cell,Natural killer cell,CD3D,CD3D,CD3d molecule
Human,Breast,Breast Cancer,Cancer cell,Cancer stem cell,CD24,CD24,CD24 molecule
Human,Breast,Breast Cancer,Cancer cell,Regulatory T(Treg) cell,CCR7,CCR7,C-C motif chemokine receptor 7
Human,Breast,Breast Cancer,Cancer cell,Pericyte,ACTA2,ACTA2,"actin alpha 2, smooth muscle"
Human,Breast,Breast Cancer,Cancer cell,Plasmacytoid dendritic cell(pDC),IL3RA,IL3RA,interleukin 3 receptor subunit alpha
Human,Breast,Breast Cancer,Cancer cell,Endothelial cell,MCAM,MCAM,melanoma cell adhesion molecule
Human,Breast,Breast Cancer,Cancer cell,Basal cell,KRT14,KRT14,keratin 14
Human,Breast,Breast Cancer,Cancer cell,Naive CD4 T cell,CD3D,CD3D,CD3d molecule
Human,Breast,Breast Cancer,Cancer cell,B cell,CD79A,CD79A,CD79a molecule
Human,Breast,Breast Cancer,Cancer cell,Natural killer cell,CD8A,CD8A,CD8a molecule
Human,Breast,Breast Cancer,Cancer cell,Myeloid dendritic cell,LAMP3,LAMP3,lysosomal associated membrane protein 3
Human,Breast,Breast Cancer,Cancer cell,Endothelial cell,IL3RA,IL3RA,interleukin 3 receptor subunit alpha
Human,Breast,Breast Cancer,Cancer cell,Macrophage,CD86,CD86,CD86 molecule
Human,Breast,Breast Cancer,Cancer cell,Basal cell,PGR,PGR,progesterone receptor
Human,Breast,Breast Cancer,Cancer cell,Cancer stem cell,CD44,CD44,CD44 molecule (Indian blood group)
Human,Breast,Breast Cancer,Cancer cell,Natural killer cell,KLRD1,KLRD1,killer cell lectin like receptor D1
Human,Breast,Breast Cancer,Cancer cell,Cancer stem cell,ESR1,ESR1,estrogen receptor 1
Human,Breast,Breast Cancer,Cancer cell,Cancer stem cell,ALDH2,ALDH2,aldehyde dehydrogenase 2 family member
Human,Breast,Breast Cancer,Cancer cell,Natural killer cell,KLRB1,KLRB1,killer cell lectin like receptor B1
Human,Breast,Breast Cancer,Cancer cell,Macrophage,CD163,CD163,CD163 molecule
Human,Breast,Breast Cancer,Cancer cell,Pericyte,MYH11,MYH11,myosin heavy chain 11
Human,Breast,Breast Cancer,Cancer cell,M2 macrophage,CXCL10,CXCL10,C-X-C motif chemokine ligand 10
Human,Breast,Breast Cancer,Cancer cell,B cell,CD20,MS4A1,membrane spanning 4-domains A1
Human,Breast,Breast Cancer,Cancer cell,T cell,IFIT1,IFIT1,interferon induced protein with tetratricopeptide repeats 1
Human,Breast,Breast Cancer,Cancer cell,Cancer cell,ERBB2,ERBB2,erb-b2 receptor tyrosine kinase 2
Human,Breast,Breast Cancer,Cancer cell,T cell,CD3,,
Human,Breast,Breast Cancer,Cancer cell,Endothelial cell,CD31,PECAM1,platelet and endothelial cell adhesion molecule 1
Human,Breast,Breast Cancer,Cancer cell,Hematopoietic cell,CD140b,,
Human,Breast,Breast Cancer,Cancer cell,Hematopoietic cell,CD45,PTPRC,protein tyrosine phosphatase receptor type C
Human,Breast,Breast Cancer,Cancer cell,Mesenchymal cell,Slug,,
Human,Breast,Breast Cancer,Cancer cell,Mesenchymal cell,N-cadherin,,
Human,Breast,Breast Cancer,Cancer cell,Mesenchymal cell,Snail,,
Human,Breast,Breast Cancer,Cancer cell,Epithelial cell,E-cadherin,,
Human,Breast,Normal,Normal cell,Macrophage,CD68,CD68,CD68 molecule
Human,Breast,Breast Cancer,Cancer cell,Macrophage,CD68,CD68,CD68 molecule
Human,Breast,Breast Cancer,Cancer cell,Basal cell,KRT17,KRT17,keratin 17
Human,Breast,Breast Cancer,Cancer cell,Luminal cell,KRT8,KRT8,keratin 8
Human,Breast,Breast Cancer,Cancer cell,Basal cell,KRT14,KRT14,keratin 14
Human,Breast,Breast Cancer,Cancer cell,Luminal cell,KRT18,KRT18,keratin 18
Human,Breast,Breast Cancer,Cancer cell,Mesenchymal cell,FN1,FN1,fibronectin 1
Human,Breast,Breast Cancer,Cancer cell,Epithelial cell,EPCAM,EPCAM,epithelial cell adhesion molecule
Human,Breast,Breast Cancer,Cancer cell,Epithelial cell,CDH1,CDH1,fizzy and cell division cycle 20 related 1
Mouse,Breast,Breast Cancer,Cancer cell,Luminal cell,Krt8,Krt8,keratin 8
Mouse,Breast,Breast Cancer,Cancer cell,Luminal cell,Krt18,Krt18,keratin 18
Mouse,Breast,Breast Cancer,Cancer cell,Epithelial cell,Cdh1,Cdh1,fizzy and cell division cycle 20 related 1
Mouse,Breast,Breast Cancer,Cancer cell,Epithelial cell,Cd24a,Cd24a,CD24a antigen
Human,Breast,Breast Cancer,Cancer cell,Mesenchymal cell,VIM,VIM,vimentin
Mouse,Breast,Breast Cancer,Cancer cell,Epithelial cell,Epcam,Epcam,epithelial cell adhesion molecule
Mouse,Breast,Normal,Normal cell,T cell,CD3e,,
Mouse,Breast,Normal,Normal cell,Epithelial cell,Krt8,Krt8,keratin 8
Mouse,Breast,Normal,Normal cell,Fibroblast-like cell,Rsg5,,
Mouse,Breast,Normal,Normal cell,Epithelial cell,Krt5,Krt5,keratin 5
Mouse,Breast,Normal,Normal cell,B cell,CD20,,
Mouse,Breast,Normal,Normal cell,Myeloid-like cell,Itgax,Itgax,integrin alpha X
Mouse,Breast,Breast Cancer,Cancer cell,Macrophage,F4/80,Adgre1,adhesion G protein-coupled receptor E1
Human,Breast,Breast Cancer,Cancer cell,T cell,CCL5,CCL5,C-C motif chemokine ligand 5
Human,Breast,Breast Cancer,Cancer cell,T cell,CD7,CD7,CD7 molecule
Human,Muscle,Breast Cancer,Cancer cell,Endothelial cell,PTPRB,PTPRB,protein tyrosine phosphatase receptor type B
Human,Breast,Breast Cancer,Cancer cell,B cell,IGLL5,IGLL5,immunoglobulin lambda like polypeptide 5
Human,Breast,Breast Cancer,Cancer cell,Luminal epithelial cell,MKI67,MKI67,marker of proliferation Ki-67
Human,Muscle,Breast Cancer,Cancer cell,Fibroblast,VIM,VIM,vimentin
Human,Fat pad,Breast Cancer,Cancer cell,Adipocyte,SCARA5,SCARA5,scavenger receptor class A member 5
Human,Breast,Breast Cancer,Cancer cell,Luminal epithelial cell,KRT15,KRT15,keratin 15
Human,Muscle,Breast Cancer,Cancer cell,Endothelial cell,PECAM1,PECAM1,platelet and endothelial cell adhesion molecule 1
Human,Breast,Breast Cancer,Cancer cell,Luminal epithelial cell,KRT23,KRT23,keratin 23
Human,Muscle,Breast Cancer,Cancer cell,Muscle cell,ACTA2,ACTA2,"actin alpha 2, smooth muscle"
Human,Breast,Breast Cancer,Cancer cell,Luminal epithelial cell,KRT81,KRT81,keratin 81
Human,Breast,Breast Cancer,Cancer cell,Luminal epithelial cell,ESR1,ESR1,estrogen receptor 1
Human,Fat pad,Breast Cancer,Cancer cell,Adipocyte,APOD,APOD,apolipoprotein D
Human,Breast,Breast Cancer,Cancer cell,Luminal epithelial cell,EPCAM,EPCAM,epithelial cell adhesion molecule
Human,Muscle,Breast Cancer,Cancer cell,Fibroblast,SPARC,SPARC,secreted protein acidic and cysteine rich
Human,Breast,Breast Cancer,Cancer cell,B cell,IGLL1,IGLL1,immunoglobulin lambda like polypeptide 1
Human,Muscle,Breast Cancer,Cancer cell,Fibroblast,PN1,SERPINE2,serpin family E member 2
Human,Breast,Breast Cancer,Cancer cell,T cell,CD8A,CD8A,CD8a molecule
Human,Muscle,Breast Cancer,Cancer cell,Muscle cell,MYH11,MYH11,myosin heavy chain 11
Human,Muscle,Breast Cancer,Cancer cell,Endothelial cell,SOX18,SOX18,SRY-box transcription factor 18
Human,Breast,Breast Cancer,Cancer cell,Luminal epithelial cell,CD24,CD24,CD24 molecule
Human,Breast,Breast Cancer,Cancer cell,Luminal epithelial cell,MUC1,MUC1,"mucin 1, cell surface associated"
Human,Breast,Breast Cancer,Cancer cell,Macrophage,HLA-DPA1,HLA-DPA1,"major histocompatibility complex, class II, DP alpha 1"
Human,Breast,Breast Cancer,Cancer cell,Mast cell,CMA1,CMA1,chymase 1
Human,Breast,Breast Cancer,Cancer cell,Mast cell,CTSG,CTSG,cathepsin G
Human,Breast,Breast Cancer,Cancer cell,Macrophage,IL1B,IL1B,interleukin 1 beta
Human,Muscle,Breast Cancer,Cancer cell,Fibroblast,POSTN,POSTN,periostin
Human,Breast,Breast Cancer,Cancer cell,B cell,IGJ,JCHAIN,joining chain of multimeric IgA and IgM
Human,Breast,Breast Cancer,Cancer cell,B cell,CD79A,CD79A,CD79a molecule
Human,Muscle,Breast Cancer,Cancer cell,Fibroblast,COL1A1,COL1A1,collagen type I alpha 1 chain
Human,Muscle,Breast Cancer,Cancer cell,Muscle cell,MCAM,MCAM,melanoma cell adhesion molecule
Human,Breast,Breast Cancer,Cancer cell,T cell,PTPRC,PTPRC,protein tyrosine phosphatase receptor type C
Human,Muscle,Breast Cancer,Cancer cell,Muscle cell,MYL9,MYL9,myosin light chain 9
Human,Breast,Breast Cancer,Cancer cell,Macrophage,CD163,CD163,CD163 molecule
Human,Muscle,Breast Cancer,Cancer cell,Fibroblast,CXCL12,CXCL12,C-X-C motif chemokine ligand 12
Human,Muscle,Breast Cancer,Cancer cell,Endothelial cell,CDH5,CDH5,cadherin 5
Human,Breast,Breast Cancer,Cancer cell,Mast cell,CPA3,CPA3,carboxypeptidase A4
Human,Fat pad,Breast Cancer,Cancer cell,Adipocyte,DLK1,DLK1,delta like non-canonical Notch ligand 1
Human,Breast,Breast Cancer,Cancer cell,Macrophage,CD14,CD14,NADH:ubiquinone oxidoreductase subunit A2
Human,Fat pad,Breast Cancer,Cancer cell,Adipocyte,CFD,CFD,"phosphoinositide kinase, FYVE-type zinc finger containing"
Human,Breast,Breast Cancer,Cancer cell,T cell,CD3D,CD3D,CD3d molecule
Human,Breast,Breast Cancer,Cancer cell,T cell,CFD,CFD,"phosphoinositide kinase, FYVE-type zinc finger containing"
Human,Breast,Breast Cancer,Cancer cell,Macrophage,CSF1R,CSF1R,colony stimulating factor 1 receptor
Human,Breast,Breast Cancer,Cancer cell,Macrophage,CD68,CD68,CD68 molecule
Human,Muscle,Breast Cancer,Cancer cell,Fibroblast,MMP11,MMP11,matrix metallopeptidase 11
Human,Muscle,Breast Cancer,Cancer cell,Endothelial cell,VWF,VWF,von Willebrand factor
Human,Breast,Breast Cancer,Cancer cell,T cell,GZMK,GZMK,granzyme K
Human,Breast,Breast Cancer,Cancer cell,Luminal epithelial cell,ERBB2,ERBB2,erb-b2 receptor tyrosine kinase 2
Human,Blood,Breast Cancer,Cancer cell,Red blood cell (erythrocyte),HBB,HBB,keratin 89 pseudogene
Human,Breast,Breast Cancer,Cancer cell,Macrophage,CD74,CD74,CD74 molecule
Human,Breast,Breast Cancer,Cancer cell,Macrophage,CLEC5A,CLEC5A,C-type lectin domain containing 5A
Human,Breast,Breast Cancer,Cancer cell,Luminal epithelial cell,AR,AR,aldo-keto reductase family 1 member B
Human,Blood,Breast Cancer,Cancer cell,Red blood cell (erythrocyte),HBA2,HBA2,hemoglobin subunit alpha 2
Human,Breast,Breast Cancer,Cancer cell,Luminal epithelial cell,CDH1,CDH1,fizzy and cell division cycle 20 related 1
Human,Breast,Breast Cancer,Cancer cell,Luminal epithelial cell,CD44,CD44,CD44 molecule (Indian blood group)
Human,Breast,Breast Cancer,Cancer cell,Luminal epithelial cell,PGR,PGR,progesterone receptor
Human,Muscle,Breast Cancer,Cancer cell,Myo-epithelial cell,KRT5,KRT5,keratin 5
Human,Muscle,Breast Cancer,Cancer cell,Myo-epithelial cell,KRT17,KRT17,keratin 17
Human,Muscle,Breast Cancer,Cancer cell,Endothelial cell,CD34,CD34,Fc fragment of IgG receptor Ib
Human,Breast,Breast Cancer,Cancer cell,B cell,SSR4,SSR4,signal sequence receptor subunit 4
Human,Breast,Breast Cancer,Cancer cell,T cell,CD3E,CD3E,CD3e molecule
Human,Muscle,Breast Cancer,Cancer cell,Myo-epithelial cell,KRT14,KRT14,keratin 14
Human,Muscle,Breast Cancer,Cancer cell,Endothelial cell,KDR,KDR,kinase insert domain receptor
Human,Breast,Breast Cancer,Cancer cell,Stem cell,CD24,CD24,CD24 molecule
Human,Breast,Breast Cancer,Cancer cell,Stem cell,NANOG,NANOG,Nanog homeobox
Human,Breast,Breast Cancer,Cancer cell,Stem cell,CD133,PROM1,prominin 1
Human,Breast,Breast Cancer,Cancer cell,Stem cell,ABCG2,ABCG2,ATP binding cassette subfamily G member 2 (Junior blood group)
Human,Breast,Breast Cancer,Cancer cell,Stem cell,LGR4,LGR4,leucine rich repeat containing G protein-coupled receptor 4
Human,Breast,Breast Cancer,Cancer cell,Epithelial cell,EPCAM,EPCAM,epithelial cell adhesion molecule
Human,Breast,Breast Cancer,Cancer cell,Stem cell,ALDH1,ALDH1A1,aldehyde dehydrogenase 1 family member A1
Human,Breast,Breast Cancer,Cancer cell,Stem cell,4.Oct,POU5F1,POU class 5 homeobox 1 pseudogene 3
Human,Breast,Breast Cancer,Cancer cell,Stem cell,MET,MET,RNA guanine-7 methyltransferase
Human,Breast,Breast Cancer,Cancer cell,Stem cell,CD44,CD44,CD44 molecule (Indian blood group)
Mouse,Breast,Breast Cancer,Cancer cell,B cell,Ms4a1,Ms4a1,"membrane-spanning 4-domains, subfamily A, member 2"
Mouse,Breast,Breast Cancer,Cancer cell,B cell,Cd19,Cd19,CD19 antigen
Mouse,Breast,Breast Cancer,Cancer cell,Memory B cell,Cd27,Cd27,CD27 antigen
Mouse,Breast,Breast Cancer,Cancer cell,B cell,Ighm,Ighm,immunoglobulin heavy constant mu
Mouse,Breast,Breast Cancer,Cancer cell,B cell,Ighd,Ighd,immunoglobulin heavy constant delta
Human,Breast,Triple-negative breast cancer,Cancer cell,Cancer-associated fibroblast,PDGFRA,PDGFRA,platelet derived growth factor receptor alpha
Human,Breast,Triple-negative breast cancer,Cancer cell,Cancer-associated fibroblast,FAP,FAP,carboxyl ester lipase
Human,Breast,Triple-negative breast cancer,Cancer cell,Cancer-associated fibroblast,PDPN,PDPN,podoplanin
Human,Breast,Triple-negative breast cancer,Cancer cell,Cancer-associated fibroblast,ACTA2,ACTA2,"actin alpha 2, smooth muscle"
Human,Breast,Triple-negative breast cancer,Cancer cell,Cancer-associated fibroblast,COL1A1,COL1A1,collagen type I alpha 1 chain
Human,Breast,Triple-negative breast cancer,Cancer cell,Cancer-associated fibroblast,THY1,THY1,Thy-1 cell surface antigen
Human,Breast,Triple-negative breast cancer,Cancer cell,Cancer-associated fibroblast,PDGFRB,PDGFRB,platelet derived growth factor receptor beta
Human,Breast,Invasive micropapillary carcinoma,Cancer cell,Cancer stem cell,ALDH2,ALDH2,aldehyde dehydrogenase 2 family member
Mouse,Breast,Breast Cancer,Cancer cell,Fibroblast,N-cadherin,,
Mouse,Breast,Breast Cancer,Cancer cell,Fibroblast,vimentin,,
Mouse,Breast,Breast Cancer,Cancer cell,Fibroblast,S100A4,,
